Country,Cultural_Factor,Adaptation_Needed,Adaptation_Level
Country 18,Religion,No,0.19358627980845655
Country 20,Etiquette,Yes,0.24652943061130783
Country 35,Customs,No,0.6780472199709627
Country 9,Religion,Yes,0.0891848425773012
Country 9,Language,Yes,0.16293986348943756
Country 28,Religion,Yes,0.4402735815331209
Country 25,Customs,No,0.7148725777027289
Country 1,Etiquette,Yes,0.4587136554247532
Country 3,Values,No,0.7705704603135155
Country 12,Language,No,0.0026939447314255904
Country 21,Religion,No,0.9300859178244963
Country 47,Customs,No,0.7505975351733445
Country 16,Customs,No,0.44166412844100444
Country 7,Etiquette,Yes,0.3074025843470052
Country 44,Religion,Yes,0.07121420483332075
Country 1,Values,No,0.6569019285508463
Country 20,Language,No,0.27113682568960484
Country 17,Etiquette,No,0.6958814037890347
Country 38,Language,Yes,0.13236776130118832
Country 24,Language,No,0.6666449488323841
Country 42,Religion,No,0.018254874539568422
Country 25,Etiquette,No,0.9379454177794375
Country 33,Values,Yes,0.5827298423417882
Country 50,Customs,Yes,0.3006847831984396
Country 38,Language,No,0.5036188376792982
Country 33,Religion,No,0.26150593350372453
Country 41,Language,Yes,0.4558459002338914
Country 49,Values,Yes,0.47175516160441555
Country 2,Etiquette,Yes,0.19731078393952284
Country 30,Etiquette,Yes,0.938401819054342
Country 48,Etiquette,Yes,0.13652611242705215
Country 50,Religion,No,0.791176114925617
Country 3,Values,Yes,0.1310162822822284
Country 23,Values,No,0.3689545136167979
Country 12,Customs,Yes,0.5650651592988718
Country 38,Etiquette,No,0.7467848164008646
Country 34,Values,Yes,0.8417395211860436
Country 36,Values,No,0.3544393614421405
Country 30,Values,Yes,0.31887963078715464
Country 35,Language,No,0.7443412312263152
Country 36,Values,No,0.3047637686975828
Country 29,Etiquette,No,0.5607559820495448
Country 2,Religion,Yes,0.8752038211166188
Country 1,Customs,No,0.216214411534848
Country 36,Religion,Yes,0.45361006047639785
Country 42,Religion,Yes,0.4338511091412417
Country 22,Etiquette,No,0.2584091802611348
Country 2,Language,No,0.7353331166960921
Country 36,Etiquette,No,0.21992930369974928
Country 29,Values,No,0.04205663044199459
Country 4,Language,No,0.4165182397442052
Country 45,Language,No,0.42032704596987713
Country 18,Etiquette,No,0.13344627587882996
Country 19,Etiquette,No,0.45845336625177
Country 28,Values,No,0.6415446434008462
Country 7,Values,Yes,0.382699214825578
Country 14,Language,Yes,0.04260992513312811
Country 35,Customs,Yes,0.5189172924547452
Country 26,Religion,Yes,0.9130271461897073
Country 35,Customs,Yes,0.4374937170161348
Country 37,Etiquette,No,0.2077624979445849
Country 22,Language,Yes,0.2074885515520163
Country 42,Etiquette,No,0.38593783552823835
Country 49,Religion,No,0.2276800718466082
Country 4,Values,No,0.17828167175580112
Country 11,Values,No,0.18637643453191932
Country 1,Religion,No,0.9486997008278173
Country 36,Etiquette,No,0.20465593151017425
Country 4,Customs,Yes,0.40948281918649143
Country 16,Religion,Yes,0.25898409756634855
Country 2,Customs,No,0.0461983960865644
Country 16,Religion,Yes,0.9061125136837436
Country 21,Values,No,0.1485665847280988
Country 24,Customs,Yes,0.437595687706373
Country 28,Religion,Yes,0.6395764781984822
Country 10,Customs,No,0.295621628633281
Country 11,Values,Yes,0.6796801565278282
Country 6,Values,No,0.08817973806401214
Country 1,Etiquette,No,0.11223511496580418
Country 13,Religion,No,0.048197937962358606
Country 10,Religion,Yes,0.09076382472700029
Country 28,Language,No,0.5938184110433543
Country 14,Customs,Yes,0.4830450533412418
Country 18,Customs,Yes,0.028332934833559142
Country 44,Customs,Yes,0.07054727214870848
Country 7,Values,No,0.3603159752129139
Country 28,Religion,Yes,0.25699079636663025
Country 39,Etiquette,No,0.252535075832784
Country 5,Religion,No,0.7823728278057676
Country 4,Etiquette,No,0.2169164952384175
Country 22,Customs,No,0.5986225796729895
Country 11,Religion,Yes,0.8622072312027693
Country 13,Religion,Yes,0.9352226492426914
Country 8,Language,Yes,0.6601205126543557
Country 26,Customs,Yes,0.06876628171028887
Country 41,Etiquette,Yes,0.29396562258907677
Country 40,Language,Yes,0.9590927151945672
Country 5,Values,No,0.728178945071867
Country 7,Customs,Yes,0.3482600523002862
Country 9,Language,No,0.4236052114271027
Country 13,Etiquette,No,0.38870793004390425
Country 31,Values,Yes,0.7430742080954148
Country 35,Religion,Yes,0.47050983883302977
Country 44,Religion,No,0.10002062529945044
Country 46,Language,Yes,0.5860799389337237
Country 43,Etiquette,No,0.8803818617811412
Country 22,Values,No,0.7220100249160862
Country 47,Religion,Yes,0.04366890653790323
Country 23,Values,No,0.16814499941834526
Country 40,Etiquette,No,0.4702118156121011
Country 47,Religion,Yes,0.604675070658799
Country 24,Etiquette,Yes,0.2262034794048684
Country 23,Religion,No,0.5424365223418492
Country 5,Etiquette,No,0.7576861220631509
Country 28,Religion,Yes,0.8309609410150741
Country 16,Language,No,0.6278076786220554
Country 34,Etiquette,Yes,0.3509182371425469
Country 43,Customs,Yes,0.7945607365251739
Country 15,Etiquette,No,0.7010705441565283
Country 22,Etiquette,No,0.01762568168026335
Country 17,Customs,No,0.32395341512194775
Country 47,Language,Yes,0.630727144354255
Country 13,Values,Yes,0.685348615226665
Country 28,Language,No,0.030704083218307088
Country 45,Values,No,0.37325486281298037
Country 49,Religion,Yes,0.1479798648194992
Country 41,Customs,Yes,0.16901656095219764
Country 26,Etiquette,No,0.09277643512456402
Country 47,Etiquette,No,0.26821632861954237
Country 30,Values,No,0.15200393475649887
Country 50,Language,Yes,0.48640522924860086
Country 38,Etiquette,Yes,0.06901009729501661
Country 7,Customs,No,0.3947570772109523
Country 27,Religion,Yes,0.04547995701527863
Country 25,Values,No,0.16462009442966907
Country 21,Etiquette,No,0.23380339148918872
Country 50,Values,Yes,0.12294734656953343
Country 31,Language,Yes,0.2908903658872176
Country 9,Language,Yes,0.4112738357927047
Country 49,Customs,Yes,0.7137538667693774
Country 7,Values,Yes,0.3320939861269836
Country 40,Customs,No,0.2028454385126609
Country 19,Values,Yes,0.5808704015662829
Country 30,Customs,Yes,0.9078066050957064
Country 24,Values,Yes,0.857804463756627
Country 8,Etiquette,No,0.7387603316072076
Country 9,Language,Yes,0.6151572545063517
Country 40,Values,Yes,0.19701086694262904
Country 28,Religion,Yes,0.9659187815738275
Country 48,Religion,No,0.35156348358532896
Country 13,Etiquette,No,0.7438421585547914
Country 25,Etiquette,Yes,0.8550507850234573
Country 29,Customs,Yes,0.4541070355694009
Country 33,Values,Yes,0.7178205354066478
Country 41,Language,Yes,0.7461705949018241
Country 41,Etiquette,Yes,0.00674993316562289
Country 11,Religion,Yes,0.0698101083643462
Country 13,Language,No,0.7627132509632207
Country 44,Language,No,0.15764595888933597
Country 47,Language,No,0.8877006299824101
Country 46,Customs,No,0.9650974429000406
Country 23,Values,Yes,0.4707984550747688
Country 12,Values,No,0.39787987214693765
Country 11,Etiquette,Yes,0.2021392697322435
Country 19,Religion,No,0.3435580807125642
Country 41,Values,No,0.7119854640559645
Country 42,Language,No,0.3652534435110135
Country 7,Values,Yes,0.8712038765391378
Country 4,Etiquette,Yes,0.3909509689854487
Country 45,Values,Yes,0.7261261428045117
Country 13,Values,No,0.13296149375461386
Country 34,Etiquette,Yes,0.1176602031405497
Country 19,Customs,No,0.5278732980858223
Country 31,Values,Yes,0.9431205026568713
Country 39,Religion,Yes,0.5710147449224164
Country 41,Etiquette,No,0.0003296541182895574
Country 42,Values,Yes,0.11355080049442079
Country 49,Language,No,0.3027891763532118
Country 2,Language,Yes,0.1175615845521063
Country 12,Values,Yes,0.8184885324247343
Country 49,Religion,No,0.8910481548171977
Country 40,Customs,Yes,0.1040871668224499
Country 22,Religion,No,0.6477420671127745
Country 50,Language,Yes,0.03443739190506501
Country 45,Values,No,0.41871968041306373
Country 15,Customs,No,0.039174579776669605
Country 42,Religion,No,0.242670004770834
Country 19,Customs,Yes,0.06624110524971583
Country 41,Religion,Yes,0.38487182498618
Country 19,Customs,Yes,0.9041635025521058
Country 25,Customs,Yes,0.29547027292671535
Country 28,Etiquette,Yes,0.8498783147310363
Country 9,Religion,No,0.6615558998365175
Country 40,Religion,No,0.6890129052048917
Country 36,Language,Yes,0.06206180734152289
Country 44,Language,Yes,0.631804458062005
Country 14,Customs,No,0.6269389108632074
Country 5,Values,Yes,0.04425089117928993
Country 26,Customs,No,0.26093814161274675
Country 49,Language,Yes,0.439036631951383
Country 45,Language,No,0.12249419405768336
Country 46,Language,No,0.5983223226970459
Country 40,Religion,No,0.5165044225674793
Country 8,Language,Yes,0.09748150579997461
Country 26,Customs,Yes,0.27068688585583545
Country 22,Etiquette,No,0.3444490070496713
Country 19,Etiquette,Yes,0.6335105721590529
Country 6,Language,Yes,0.7901356506713506
Country 3,Language,No,0.7727498564389984
Country 16,Customs,No,0.30105560918459373
Country 11,Customs,No,0.10386787334857583
Country 8,Etiquette,Yes,0.8079958082420543
Country 23,Religion,No,0.8063400081020673
Country 48,Etiquette,No,0.7526066082373285
Country 30,Values,Yes,0.9557779459520811
Country 34,Language,No,0.11437636583369248
Country 12,Religion,Yes,0.8799854915912502
Country 30,Values,Yes,0.07535614864101492
Country 10,Language,No,0.8634621955229775
Country 19,Etiquette,No,0.5310881096348261
Country 20,Religion,No,0.5543152680367965
Country 12,Religion,No,0.263820031674473
Country 34,Language,Yes,0.22966775888910906
Country 38,Customs,Yes,0.21776594543684025
Country 14,Values,No,0.9446521547482893
Country 11,Etiquette,No,0.795058543131592
Country 29,Values,Yes,0.23474963333399002
Country 19,Customs,Yes,0.8848590815230634
Country 39,Customs,Yes,0.8001383076798384
Country 23,Etiquette,No,0.4408953438406482
Country 28,Language,Yes,0.9929590587010784
Country 4,Values,Yes,0.7014973254487723
Country 9,Religion,Yes,0.42887675148517157
Country 8,Religion,Yes,0.16341347545632812
Country 29,Customs,No,0.5535746360038654
Country 15,Customs,No,0.6444659926169719
Country 33,Customs,Yes,0.4791679516167726
Country 36,Language,Yes,0.8196977747105955
Country 5,Religion,No,0.14145321932925958
Country 4,Etiquette,No,0.1858887104437057
Country 14,Religion,Yes,0.7032035380108919
Country 23,Language,Yes,0.3605822341375624
Country 18,Values,Yes,0.4115427722354552
Country 7,Language,Yes,0.33118154356384333
Country 40,Language,No,0.3630879606119196
Country 10,Customs,No,0.19278694562161636
Country 30,Religion,Yes,0.8570256130671254
Country 13,Etiquette,Yes,0.7124080435564275
Country 27,Values,No,0.8810257477369613
Country 12,Etiquette,Yes,0.2686658362500506
Country 46,Language,Yes,0.4437107374481625
Country 47,Language,No,0.02409693817130243
Country 22,Religion,No,0.15608015147705834
Country 47,Language,Yes,0.4634547781822027
Country 48,Religion,Yes,0.6802013307025347
Country 35,Language,No,0.5587458468025434
Country 39,Customs,No,0.18286966648142022
Country 11,Values,Yes,0.3545562046778963
Country 2,Etiquette,Yes,0.8648674785189391
Country 43,Values,Yes,0.6933670236466071
Country 38,Values,No,0.9141147036380094
Country 28,Language,Yes,0.8466315676086204
Country 32,Etiquette,Yes,0.8262124752990059
Country 48,Language,Yes,0.3347590825504997
Country 23,Etiquette,No,0.7945794182844147
Country 12,Customs,No,0.2997374682458813
Country 48,Religion,No,0.15456095221493282
Country 20,Values,Yes,0.7514282489138217
Country 18,Customs,No,0.9403710370636795
Country 10,Language,No,0.39441729470109477
Country 28,Etiquette,No,0.9206175946487712
Country 39,Etiquette,Yes,0.22210217845986202
Country 31,Customs,Yes,0.08178855115398986
Country 20,Language,Yes,0.17550679411239267
Country 39,Values,Yes,0.6136078225708784
Country 47,Religion,Yes,0.08091935360051128
Country 11,Etiquette,No,0.24999349254706538
Country 28,Values,No,0.6830445280605361
Country 1,Language,Yes,0.3744601277892451
Country 15,Religion,No,0.49623864176265653
Country 44,Values,Yes,0.974276086016296
Country 35,Customs,No,0.3064422561203156
Country 34,Values,Yes,0.8679228741405803
Country 8,Religion,No,0.91264957200162
Country 22,Etiquette,No,0.35370712074809396
Country 41,Customs,Yes,0.48031063086582737
Country 37,Language,No,0.44710915444933197
Country 34,Etiquette,Yes,0.9661656845864627
Country 45,Religion,Yes,0.15340303907712127
Country 20,Etiquette,Yes,0.15389393330589618
Country 8,Customs,No,0.6587570224329283
Country 36,Customs,Yes,0.08064614374514878
Country 50,Language,Yes,0.030363884006513242
Country 9,Language,Yes,0.5535579056734188
Country 24,Religion,Yes,0.8181338803114164
Country 9,Etiquette,Yes,0.7419051874893385
Country 21,Etiquette,No,0.23521286762672688
Country 26,Language,No,0.9908880073155945
Country 49,Religion,Yes,0.17862776602226882
Country 17,Religion,No,0.8391671853649659
Country 48,Values,No,0.5662720568027245
Country 11,Customs,No,0.6391118764131192
Country 34,Values,No,0.2785402856434126
Country 39,Values,Yes,0.49096276502905
Country 28,Religion,Yes,0.2494521391015524
Country 34,Values,No,0.7174433078976985
Country 30,Religion,Yes,0.11523215200626313
Country 41,Customs,Yes,0.8618910102182822
Country 38,Values,Yes,0.6299959372398668
Country 45,Etiquette,No,0.4338131535049826
Country 23,Religion,Yes,0.4388843145123875
Country 7,Etiquette,No,0.04179964500102584
Country 10,Language,No,0.4338330430697519
Country 13,Language,Yes,0.5307176467618007
Country 50,Religion,Yes,0.14606607113980397
Country 21,Religion,No,0.8323948221214136
Country 7,Customs,Yes,0.7045019206389436
Country 39,Etiquette,No,0.922747183428282
Country 48,Religion,No,0.5593988277109339
Country 18,Etiquette,No,0.32014931990221496
Country 24,Language,Yes,0.7556995576246441
Country 4,Language,Yes,0.9323030244693966
Country 40,Etiquette,No,0.1401711891297237
Country 33,Religion,Yes,0.358462456787785
Country 45,Religion,Yes,0.3585934102135242
Country 43,Etiquette,Yes,0.03706778655075926
Country 15,Religion,Yes,0.009918820948341178
Country 5,Language,No,0.7534262706779433
Country 27,Etiquette,Yes,0.3373098753874558
Country 26,Customs,Yes,0.7167767496630484
Country 20,Religion,No,0.6021023418723007
Country 32,Language,Yes,0.6606572201848099
Country 15,Etiquette,No,0.3350101586855869
Country 21,Values,No,0.8563579472204126
Country 27,Language,Yes,0.004339359146263377
Country 21,Etiquette,Yes,0.5620152787369945
Country 8,Etiquette,No,0.6682127127286602
Country 18,Customs,Yes,0.8659064854369349
Country 2,Customs,No,0.6730372237318826
Country 19,Values,No,0.9605720705726892
Country 48,Religion,Yes,0.4626184018665648
Country 33,Religion,No,0.1159866191034935
Country 30,Language,No,0.6665752968611985
Country 37,Customs,Yes,0.4378442002535272
Country 34,Etiquette,Yes,0.6910741694323815
Country 36,Customs,No,0.4259719191687691
Country 18,Language,Yes,0.07213137251441881
Country 38,Religion,No,0.533223688938705
Country 38,Values,Yes,0.46323108166966087
Country 24,Etiquette,No,0.8092762926801154
Country 24,Customs,No,0.3977605462871582
Country 41,Values,Yes,0.9575106661314859
Country 45,Values,Yes,0.3893368753813067
Country 35,Language,No,0.2826643002466591
Country 44,Religion,No,0.5955931486713641
Country 3,Etiquette,No,0.7760812946513846
Country 13,Etiquette,No,0.27729807825321917
Country 49,Language,No,0.47666940082124654
Country 13,Etiquette,No,0.35838004568582427
Country 17,Etiquette,Yes,0.5424237368728482
Country 3,Language,No,0.28689022096432004
Country 7,Language,No,0.6018294053022194
Country 3,Values,No,0.7156349559630211
Country 43,Language,No,0.42524652428712084
Country 17,Customs,Yes,0.21623370662581176
Country 32,Religion,No,0.5170869888427231
Country 27,Language,No,0.1885079253764831
Country 1,Etiquette,Yes,0.03873481760968911
Country 1,Language,Yes,0.5844225404629421
Country 8,Etiquette,No,0.14606337910626943
Country 14,Language,Yes,0.8227007046901142
Country 38,Customs,Yes,0.2164371667172077
Country 48,Values,No,0.9086235138154101
Country 28,Religion,Yes,0.3271873592371909
Country 13,Etiquette,No,0.07824332999020123
Country 50,Etiquette,Yes,0.4338011089758774
Country 20,Customs,No,0.13512792882759217
Country 50,Customs,Yes,0.7574461763478056
Country 34,Religion,No,0.659354065951773
Country 38,Etiquette,No,0.8016818695976118
Country 26,Language,No,0.35483861755065205
Country 42,Language,No,0.18473197712138933
Country 7,Values,Yes,0.5113840942366104
Country 10,Religion,No,0.9583717239775434
Country 35,Customs,No,0.9954917358292134
Country 8,Religion,No,0.6102851821616031
Country 45,Language,No,0.205622965573801
Country 43,Etiquette,No,0.4894661203327395
Country 46,Etiquette,Yes,0.08124183403641128
Country 44,Etiquette,Yes,0.5205590737128319
Country 20,Language,No,0.7975032220866242
Country 46,Language,Yes,0.7088833008218935
Country 18,Values,No,0.38173024965056945
Country 24,Etiquette,No,0.8870431060921539
Country 33,Etiquette,Yes,0.7398445118812224
Country 23,Customs,Yes,0.22958518569517372
Country 8,Religion,Yes,0.10198191706694648
Country 2,Language,No,0.09874003133115683
Country 18,Etiquette,Yes,0.2327665228158573
Country 30,Customs,Yes,0.08734066179886235
Country 20,Values,Yes,0.35255523658942445
Country 45,Customs,Yes,0.19391785888817115
Country 21,Etiquette,Yes,0.5577247552331688
Country 43,Customs,No,0.25565085672933174
Country 26,Customs,No,0.2106002037156688
Country 49,Etiquette,No,0.7087527079084353
Country 12,Religion,Yes,0.5320564389135534
Country 16,Values,Yes,0.9685541539609753
Country 46,Customs,Yes,0.17043246612173857
Country 41,Language,Yes,0.40972663572117696
Country 16,Values,No,0.20604734412336523
Country 16,Language,Yes,0.3873279816590952
Country 12,Religion,Yes,0.6772494169105332
Country 5,Values,No,0.052521394924146314
Country 30,Values,Yes,0.966878930508387
Country 4,Language,Yes,0.6359353041211854
Country 46,Customs,Yes,0.2868221754860244
Country 46,Customs,No,0.1510115057709358
Country 41,Religion,Yes,0.360569822442641
Country 40,Customs,Yes,0.12522271058887702
Country 44,Etiquette,No,0.654143186282643
Country 8,Customs,Yes,0.8411562439196737
Country 16,Religion,No,0.039169412894881184
Country 8,Customs,Yes,0.22722305968613865
Country 31,Values,Yes,0.616022577584986
Country 12,Etiquette,Yes,0.9238322386291192
Country 3,Etiquette,No,0.03737672786728252
Country 28,Etiquette,Yes,0.06929986658169063
Country 25,Language,Yes,0.18886590552000304
Country 22,Customs,No,0.3521452432434172
Country 8,Customs,Yes,0.9211511645639484
Country 30,Values,Yes,0.6365339695335855
Country 9,Values,No,0.26268957597384057
Country 39,Language,Yes,0.3306432437244593
Country 30,Values,Yes,0.461887792951
Country 36,Values,Yes,0.914786993843719
Country 39,Etiquette,Yes,0.07881521410255132
Country 39,Religion,No,0.9258385330749633
Country 17,Religion,Yes,0.8779891511412372
Country 23,Etiquette,No,0.21777548278363945
Country 22,Customs,Yes,0.3616461146502691
Country 12,Values,Yes,0.5401132627296594
Country 48,Religion,No,0.5821001757949043
Country 7,Religion,No,0.43286831638336554
Country 25,Customs,No,0.767863607644796
Country 22,Language,No,0.29636119449316445
Country 29,Religion,Yes,0.9503370444518583
Country 13,Religion,No,0.9821088183333087
Country 31,Customs,No,0.26745953480508633
Country 29,Etiquette,Yes,0.17337102653593672
Country 16,Religion,Yes,0.06744491403640973
Country 7,Language,Yes,0.5308979114912991
Country 48,Religion,No,0.6525880610324349
Country 19,Customs,No,0.009569623007418704
Country 6,Language,Yes,0.16846329798193516
Country 49,Religion,No,0.0015680402625738443
Country 29,Language,No,0.3279657744784562
Country 43,Language,Yes,0.6420598035531399
Country 13,Religion,No,0.528411329730862
Country 44,Language,Yes,0.1925844617923682
Country 36,Religion,No,0.6980170857944608
Country 26,Language,No,0.7618530675748686
Country 26,Values,No,0.642645289334071
Country 45,Customs,No,0.3047775720650332
Country 8,Etiquette,Yes,0.9578434214364135
Country 35,Values,No,0.5337261059485061
Country 8,Customs,Yes,0.6955190826425921
Country 24,Values,Yes,0.7555069632509213
Country 19,Etiquette,No,0.8515454694000925
Country 5,Etiquette,No,0.3131037285807683
Country 37,Religion,No,0.2779689728503635
Country 29,Language,Yes,0.21711989560355516
Country 1,Religion,Yes,0.9240852179234237
Country 50,Values,No,0.9217015712469454
Country 22,Etiquette,Yes,0.2062953133103228
Country 9,Values,No,0.12779179891323877
Country 38,Values,Yes,0.10444727847965962
Country 15,Customs,No,0.18979864762215204
Country 33,Customs,No,0.08630179517406877
Country 38,Values,Yes,0.017003075661930267
Country 41,Values,No,0.12835821685536009
Country 18,Language,No,0.5960794149852814
Country 27,Etiquette,Yes,0.4942009342350191
Country 3,Etiquette,No,0.5915312346486823
Country 12,Language,No,0.139611037246541
Country 46,Etiquette,Yes,0.03407500474102276
Country 45,Etiquette,Yes,0.378642871840577
Country 20,Etiquette,No,0.8778207827843406
Country 21,Language,No,0.507851929946209
Country 49,Religion,No,0.4298039775624861
Country 35,Language,No,0.28634990998626353
Country 21,Customs,No,0.8429828337286022
Country 18,Etiquette,Yes,0.16151398556978513
Country 16,Etiquette,No,0.7382335218236514
Country 30,Values,No,0.965802026348833
Country 42,Language,Yes,0.19573241239831374
Country 38,Customs,Yes,0.2620641794188364
Country 29,Language,Yes,0.21315956348014464
Country 42,Etiquette,No,0.7126641841622791
Country 22,Language,No,0.3227928990532378
Country 50,Religion,Yes,0.46300216431104724
Country 29,Religion,Yes,0.6213820304296068
Country 12,Religion,Yes,0.9416475733274209
Country 46,Etiquette,No,0.8250042108836448
Country 22,Language,Yes,0.402175660930738
Country 40,Religion,Yes,0.0751208899960254
Country 23,Etiquette,Yes,0.6394352191300365
Country 25,Values,No,0.6007844211989686
Country 25,Customs,No,0.04810240440522029
Country 47,Religion,No,0.39086222358586464
Country 43,Etiquette,Yes,0.1974273321136979
Country 32,Etiquette,No,0.16465817187672516
Country 50,Language,Yes,0.7977143752808863
Country 8,Religion,No,0.3054866916564415
Country 20,Religion,No,0.5106313628341662
Country 29,Language,No,0.3494344050130237
Country 45,Customs,No,0.4357335450991092
Country 40,Customs,No,0.8239066844348025
Country 10,Religion,Yes,0.7294237652384737
Country 31,Religion,No,0.3353861353207803
Country 37,Etiquette,Yes,0.19538559217317208
Country 42,Etiquette,Yes,0.46285951870748876
Country 40,Language,No,0.5102904462046592
Country 9,Language,Yes,0.06353100664239852
Country 24,Religion,No,0.16165412084638076
Country 25,Religion,No,0.4888547302631533
Country 27,Values,No,0.3392764705811788
Country 39,Customs,No,0.5750135224064948
Country 6,Etiquette,No,0.35870741375051773
Country 8,Language,No,0.5489378843971915
Country 19,Religion,Yes,0.1070533142952762
Country 13,Customs,No,0.840219266966893
Country 34,Language,No,0.5476069495896073
Country 29,Customs,Yes,0.9758822392452119
Country 16,Values,No,0.6621094254324303
Country 29,Values,Yes,0.33822478394179334
Country 12,Values,Yes,0.9012864283682778
Country 29,Values,Yes,0.01141026022698699
Country 6,Customs,No,0.6483724063589132
Country 1,Etiquette,Yes,0.39693643451760274
Country 2,Religion,No,0.27722930694253867
Country 45,Religion,No,0.3201351790834963
Country 4,Customs,Yes,0.37383409410570234
Country 42,Religion,Yes,0.8482147049200881
Country 26,Values,Yes,0.5805154045084457
Country 27,Language,No,0.8686527200739136
Country 10,Customs,No,0.022246969307862963
Country 42,Customs,Yes,0.2929832782956352
Country 11,Values,Yes,0.5307701227606506
Country 5,Etiquette,Yes,0.29276927308091183
Country 16,Language,No,0.008268645197995972
Country 2,Values,Yes,0.8045921629955639
Country 41,Etiquette,Yes,0.4451508107355201
Country 9,Etiquette,No,0.8534461158617512
Country 9,Values,Yes,0.9382833351535627
Country 26,Language,Yes,0.8037798123470072
Country 13,Values,No,0.03114664513001575
Country 22,Language,No,0.40578991244376184
Country 42,Values,Yes,0.18547063978992473
Country 16,Language,Yes,0.047684856076730564
Country 19,Customs,Yes,0.6999699913430452
Country 5,Customs,Yes,0.8324360078338103
Country 33,Customs,No,0.0503585312689776
Country 36,Customs,No,0.7266539518229834
Country 27,Language,No,0.8280153736788036
Country 20,Language,Yes,0.5908487538224207
Country 3,Customs,No,0.25997371346661746
Country 27,Religion,Yes,0.1912775084782372
Country 37,Language,Yes,0.7186521638202312
Country 1,Customs,Yes,0.2982307366656586
Country 46,Religion,No,0.5567426592578629
Country 6,Language,Yes,0.9448840416681861
Country 27,Language,Yes,0.7556242669630236
Country 31,Etiquette,Yes,0.5903257251813993
Country 32,Religion,Yes,0.304156912262072
Country 6,Religion,No,0.3871388366700924
Country 48,Religion,Yes,0.9799438997268228
Country 45,Religion,Yes,0.5295824800783707
Country 30,Customs,No,0.35614893174075335
Country 35,Language,Yes,0.6902627147814775
Country 7,Values,Yes,0.4570363422875606
Country 31,Language,Yes,0.36412490728660385
Country 26,Etiquette,No,0.6824001972754982
Country 20,Customs,No,0.8482622692418391
Country 35,Language,No,0.7014048491237012
Country 6,Religion,No,0.36836242510415174
Country 27,Values,Yes,0.06458387806628874
Country 19,Etiquette,No,0.06001450193744917
Country 48,Etiquette,Yes,0.9268019988103575
Country 19,Values,Yes,0.8357631998684655
Country 32,Etiquette,No,0.5053687826594542
Country 19,Religion,Yes,0.9351108168184585
Country 19,Customs,No,0.6332072214013248
Country 25,Etiquette,Yes,0.9335239458814726
Country 7,Values,No,0.8365465546168676
Country 45,Values,No,0.738018761387428
Country 22,Language,Yes,0.7289476748220483
Country 39,Etiquette,Yes,0.597915513753758
Country 30,Customs,No,0.2775881509036172
Country 10,Language,No,0.04759992656909495
Country 30,Etiquette,No,0.4157280281475797
Country 42,Language,Yes,0.8896558477246944
Country 42,Religion,Yes,0.1450680696401846
Country 13,Values,No,0.09019099672116448
Country 9,Values,No,0.21578525948495864
Country 31,Language,Yes,0.9639060126955257
Country 20,Language,Yes,0.7967021818674647
Country 8,Etiquette,Yes,0.3334414993751813
Country 45,Values,Yes,0.8783113172518795
Country 43,Values,Yes,0.6542300252117996
Country 3,Religion,Yes,0.23963458549386052
Country 34,Customs,Yes,0.9595338440766162
Country 39,Language,Yes,0.9096591154602345
Country 10,Customs,No,0.3490971553615949
Country 41,Etiquette,Yes,0.9086040541042653
Country 12,Language,Yes,0.7309287856432216
Country 29,Etiquette,Yes,0.7303970864338192
Country 18,Language,No,0.9979255975663073
Country 38,Religion,No,0.8509150352619723
Country 35,Etiquette,Yes,0.6021134351815326
Country 13,Religion,Yes,0.14282259780251583
Country 43,Customs,Yes,0.18608360022107417
Country 5,Customs,No,0.7125387165590095
Country 29,Customs,No,0.35653708407777907
Country 31,Etiquette,Yes,0.23219491634577283
Country 26,Language,Yes,0.9580002975237447
Country 2,Religion,Yes,0.43988433005523353
Country 45,Language,No,0.08762528338206033
Country 21,Customs,Yes,0.8444673275517135
Country 5,Religion,Yes,0.6954104868753163
Country 43,Language,Yes,0.604400165321196
Country 3,Etiquette,No,0.05449506717028629
Country 2,Etiquette,No,0.0028162962184252738
Country 2,Customs,Yes,0.4494816973542456
Country 46,Values,No,0.2097979253776484
Country 10,Customs,No,0.8750553609723676
Country 18,Values,Yes,0.27665915409262143
Country 4,Etiquette,Yes,0.3764115906625557
Country 1,Values,No,0.4810372863501744
Country 41,Values,No,0.08139912469363075
Country 28,Language,No,0.518943055178379
Country 9,Etiquette,Yes,0.9952858448594994
Country 48,Language,Yes,0.5657338767587584
Country 10,Customs,Yes,0.5687073788111126
Country 45,Values,No,0.5673449414592141
Country 27,Customs,No,0.13746100412381634
Country 3,Language,No,0.6820108360384954
Country 41,Etiquette,Yes,0.12545021385725574
Country 25,Religion,Yes,0.16171479149060553
Country 42,Etiquette,Yes,0.7463523345193351
Country 21,Religion,Yes,0.2995941738128107
Country 8,Values,No,0.5178759819047896
Country 45,Customs,No,0.6735998318303446
Country 14,Etiquette,Yes,0.5512726174058997
Country 37,Religion,No,0.904223155097746
Country 10,Religion,No,0.9650179332449279
Country 24,Religion,Yes,0.32797038371425913
Country 36,Religion,Yes,0.3764712539834344
Country 12,Customs,Yes,0.44450513735866926
Country 42,Language,No,0.13800116352330405
Country 1,Religion,No,0.6926238700836599
Country 50,Language,Yes,0.7988319131261253
Country 48,Religion,No,0.4429721601664378
Country 47,Etiquette,No,0.3379409067636219
Country 17,Religion,No,0.5925936925159999
