Scenario,Country,Investment_Required_USD,Projected_ROI_Percent,Risk_Level
Scenario 45619,Country 46,1328992.242595976,22.886888207265912,Low
Scenario 45620,Country 42,2996008.462653371,12.826506609579143,Low
Scenario 45621,Country 9,3520502.6350797494,10.602437815387846,Medium
Scenario 45622,Country 1,4486873.212447526,17.5760457208387,Low
Scenario 45623,Country 25,3729264.766480406,11.11604504034544,Low
Scenario 45624,Country 7,146044.6130936482,17.444596638698144,High
Scenario 45625,Country 27,548231.1393553703,11.801111649551139,Low
Scenario 45626,Country 22,3159047.7945491923,23.829498511181704,High
Scenario 45627,Country 35,1409417.606557544,16.344347996588496,Medium
Scenario 45628,Country 40,4921055.9470757805,17.28325168102063,Low
Scenario 45629,Country 18,4961396.480969611,11.293101341142972,Low
Scenario 45630,Country 8,497416.7787829628,23.686453527316168,Medium
Scenario 45631,Country 1,3607494.106257433,7.5597814765586335,Low
Scenario 45632,Country 3,365569.3036589195,19.357740841206816,Medium
Scenario 45633,Country 1,3651282.9028188447,22.0861519146645,Low
Scenario 45634,Country 45,1840430.4035090061,11.746508538973256,Low
Scenario 45635,Country 16,4081568.043448643,18.527058808058644,High
Scenario 45636,Country 46,4708399.300455904,18.82301188496958,Medium
Scenario 45637,Country 44,2574336.0078468313,21.91665149161161,High
Scenario 45638,Country 3,2037155.9781296493,16.724981768082607,Medium
Scenario 45639,Country 47,4532662.821673796,5.645134886318992,Medium
Scenario 45640,Country 6,1189653.1663921953,7.7322046675809,High
Scenario 45641,Country 34,4384481.841313218,11.009345430571027,Low
Scenario 45642,Country 10,3352285.606877126,16.43810923002787,Low
Scenario 45643,Country 6,4864065.612452552,18.898818858525665,Low
Scenario 45644,Country 31,2449709.8503982564,12.344767956119394,Medium
Scenario 45645,Country 26,3530364.1687371465,24.075933595792414,Medium
Scenario 45646,Country 8,1824016.053470165,11.098734083761194,Low
Scenario 45647,Country 21,2253266.6272677523,15.956863294966226,High
Scenario 45648,Country 26,3626157.451483038,22.733797079124734,Medium
Scenario 45649,Country 13,4141748.1561673214,20.107319069331375,High
Scenario 45650,Country 5,4371290.820379308,21.521551811152534,Medium
Scenario 45651,Country 31,1476452.7811354827,17.88627919457853,Medium
Scenario 45652,Country 14,3072878.827481836,16.656933000143127,Medium
Scenario 45653,Country 45,3284380.392730239,9.927320213617495,High
Scenario 45654,Country 10,4064712.246416334,12.557399757740534,Medium
Scenario 45655,Country 1,2145820.459723424,21.91062436534232,High
Scenario 45656,Country 5,1630926.9181134587,7.063914650606716,Medium
Scenario 45657,Country 43,483779.1280949936,5.390111862160483,Medium
Scenario 45658,Country 4,2141204.555347333,5.4819975939580345,High
Scenario 45659,Country 32,3714620.642642553,6.31153969446075,Medium
Scenario 45660,Country 3,4180416.058800844,10.386609284779828,High
Scenario 45661,Country 48,4842727.743375753,8.473996105907007,Low
Scenario 45662,Country 38,4837161.84231662,5.223501835938917,High
Scenario 45663,Country 16,988952.1529903424,9.993668434224993,Medium
Scenario 45664,Country 3,3399014.686685263,21.665764664397727,Low
Scenario 45665,Country 31,852295.8379451603,11.91763093937583,Low
Scenario 45666,Country 8,2131269.7936708676,21.632412446262542,Medium
Scenario 45667,Country 34,3493476.880707414,16.326214149676883,Low
Scenario 45668,Country 34,1489242.5126506179,10.901634971756664,Medium
Scenario 45669,Country 49,3767116.7095094635,16.60238651012964,High
Scenario 45670,Country 17,4570896.439751566,23.375351004028676,Low
Scenario 45671,Country 42,4584817.2202888895,19.964080345385455,Low
Scenario 45672,Country 39,3742920.367608039,11.921828399694954,Medium
Scenario 45673,Country 5,1082872.6149559119,11.497992652117288,High
Scenario 45674,Country 6,3019462.8268022095,12.115326563571212,High
Scenario 45675,Country 27,1577203.6838634643,6.208928414148187,Medium
Scenario 45676,Country 5,2838714.0828627897,15.209643280548534,Medium
Scenario 45677,Country 33,2601525.06701305,24.763630122697123,Low
Scenario 45678,Country 45,4823452.554165594,20.761549872484025,Medium
Scenario 45679,Country 20,1973272.4527475778,8.395471640795744,High
Scenario 45680,Country 36,2984348.66106411,11.76075800739687,High
Scenario 45681,Country 33,2297313.8923425106,16.164160700949495,Low
Scenario 45682,Country 37,4348148.752982081,14.471570660682538,High
Scenario 45683,Country 1,2861712.973084018,9.065139960954678,High
Scenario 45684,Country 40,2629596.1324576936,5.934674785513991,Low
Scenario 45685,Country 19,2831288.505272199,19.814435968583226,Low
Scenario 45686,Country 2,1200895.0967039925,11.55073105845908,High
Scenario 45687,Country 48,1466069.1463599075,5.835691699180289,Low
Scenario 45688,Country 23,3764419.35325213,22.28166845636615,High
Scenario 45689,Country 30,2762303.1192467473,12.656678910738076,High
Scenario 45690,Country 45,4624453.4439013265,10.810878926568257,Medium
Scenario 45691,Country 6,3835142.011271484,22.27726471890916,High
Scenario 45692,Country 17,3288840.275701783,10.960883882242241,Medium
Scenario 45693,Country 12,2943118.3510801294,19.698034473590795,High
Scenario 45694,Country 21,4952007.018719232,9.709454006750198,Low
Scenario 45695,Country 26,3691851.8303353535,5.308124785440818,Medium
Scenario 45696,Country 9,2153745.4517373648,17.441600778761114,Low
Scenario 45697,Country 29,3917118.4143284997,12.283226651165835,Medium
Scenario 45698,Country 45,4332758.440892211,9.826599637886723,Medium
Scenario 45699,Country 38,1334452.5887269361,5.53048386490196,Medium
Scenario 45700,Country 38,269767.84638517594,16.566088020180107,Medium
Scenario 45701,Country 49,2092227.1873431816,8.41962637707637,Low
Scenario 45702,Country 15,3899865.079857606,11.492696397009269,Low
Scenario 45703,Country 38,3481628.7060718215,11.56109521149988,Low
Scenario 45704,Country 41,1978258.9811614861,24.293328953078053,Low
Scenario 45705,Country 22,2998401.4005859653,11.571281671752589,Medium
Scenario 45706,Country 29,3029311.358723331,11.81956448456318,Low
Scenario 45707,Country 12,4778584.111157226,5.5281671579684115,Low
Scenario 45708,Country 42,4561574.4599601235,20.120768859715152,Medium
Scenario 45709,Country 43,326191.86114281043,12.532592823905052,Low
Scenario 45710,Country 8,343308.64576977736,23.629249325198803,High
Scenario 45711,Country 15,3072451.937648369,13.661012428489181,Medium
Scenario 45712,Country 18,1172702.1302935325,15.88168170125199,High
Scenario 45713,Country 9,802247.7721025631,11.442050404085276,Medium
Scenario 45714,Country 30,3837403.782545851,12.49015002472363,High
Scenario 45715,Country 1,151758.42931390955,18.863600536370544,Low
Scenario 45716,Country 8,2422860.9863126203,14.885820638590332,Medium
Scenario 45717,Country 4,1534090.868402214,11.014352530646654,Medium
Scenario 45718,Country 24,2933263.9394374345,6.773021656703615,Low
Scenario 45719,Country 15,1070592.2146595167,16.117902222582252,Medium
Scenario 45720,Country 5,2219445.230852134,8.354620713418065,High
Scenario 45721,Country 2,2864290.231619053,5.806905079329243,High
Scenario 45722,Country 22,1880493.288073421,21.212285202311,Medium
Scenario 45723,Country 25,4076772.549621442,17.538183338656705,Low
Scenario 45724,Country 24,4386522.661590421,5.894506817603431,High
Scenario 45725,Country 15,3664195.6956261504,24.020089475451567,Low
Scenario 45726,Country 34,2632071.254277216,22.965784122948158,High
Scenario 45727,Country 8,3059958.0161332567,15.59506771796083,Low
Scenario 45728,Country 10,1994355.5767069971,22.3339834851013,High
Scenario 45729,Country 6,1141215.2565888804,20.57016358160495,Medium
Scenario 45730,Country 3,890436.619893761,7.8143023936800375,Low
Scenario 45731,Country 10,3426932.7942637373,19.725097642844577,High
Scenario 45732,Country 44,1615576.559500995,16.534862203058815,High
Scenario 45733,Country 38,2427296.611282251,21.354743016630987,Low
Scenario 45734,Country 11,3218794.4527975717,10.721830882083482,Medium
Scenario 45735,Country 2,604004.6984836635,15.519061718983851,Medium
Scenario 45736,Country 8,1777015.8147989353,11.74377705291506,Low
Scenario 45737,Country 20,2953565.4264810784,13.40894495104692,Medium
Scenario 45738,Country 25,3896750.484304824,23.65745819242063,Medium
Scenario 45739,Country 24,1390644.682561741,22.18147742347788,High
Scenario 45740,Country 42,3367240.9469294595,17.329855116150497,Low
Scenario 45741,Country 37,2860912.314219674,16.776826381411837,Low
Scenario 45742,Country 15,3506719.81223589,14.470236588217828,Medium
Scenario 45743,Country 30,1716574.0323950169,6.226714852299155,High
Scenario 45744,Country 10,3620795.9157247827,9.15887731212657,High
Scenario 45745,Country 25,4911403.457192697,13.462441052919251,Low
Scenario 45746,Country 8,2428790.3115597065,8.341818010755413,Medium
Scenario 45747,Country 6,306575.23598846496,9.36697889299068,Low
Scenario 45748,Country 21,4375060.918144058,24.8124261225188,Low
Scenario 45749,Country 42,2105673.301297106,5.218904465190151,Low
Scenario 45750,Country 18,4065648.360188388,16.68839558725943,Medium
Scenario 45751,Country 35,1159736.560854141,5.9888099786090105,Low
Scenario 45752,Country 28,3552396.7659861706,11.9703452569948,High
Scenario 45753,Country 50,353847.96905303455,18.08791323327769,High
Scenario 45754,Country 4,806137.9674188588,7.186293804268427,Low
Scenario 45755,Country 24,3066959.507373854,16.960074769294636,Low
Scenario 45756,Country 33,1436069.190541714,21.50332666473473,Low
Scenario 45757,Country 16,2084053.685185769,15.695106570828578,Medium
Scenario 45758,Country 33,4169756.26504802,18.55298750979761,Low
Scenario 45759,Country 23,3341071.4220138495,7.414490014016726,Medium
Scenario 45760,Country 20,2200161.916001808,14.83300721230502,Medium
Scenario 45761,Country 16,4977919.283012688,13.009567409430552,Low
Scenario 45762,Country 28,503516.1756463598,16.280038145563992,High
Scenario 45763,Country 46,3284605.222600008,5.764672049443547,Medium
Scenario 45764,Country 35,2848075.4073600094,24.975254134298368,Medium
Scenario 45765,Country 26,1686110.3454766278,11.691044632833528,Low
Scenario 45766,Country 24,3158449.9927534927,20.046095548622567,Medium
Scenario 45767,Country 35,1287174.9953396355,22.35627047550626,Low
Scenario 45768,Country 24,943755.5631892463,17.86177952832943,Low
Scenario 45769,Country 40,3265815.869146753,13.339512830970651,Medium
Scenario 45770,Country 24,3665690.9088661466,7.9184221987994015,Medium
Scenario 45771,Country 29,916235.8073284103,6.21063987913282,Medium
Scenario 45772,Country 26,968132.0170971635,22.477570897344496,Low
Scenario 45773,Country 27,1241741.0246461662,8.980257646943233,Low
Scenario 45774,Country 6,3035904.958525098,17.41806680210236,Medium
Scenario 45775,Country 30,187021.09653166373,15.914253524648938,Low
Scenario 45776,Country 24,3554097.8968307157,6.163854063074618,Medium
Scenario 45777,Country 10,2125635.4520656997,21.908000854107904,High
Scenario 45778,Country 6,4381336.677152073,5.4529119497635214,Medium
Scenario 45779,Country 38,3843413.4307012954,8.113342375295128,Medium
Scenario 45780,Country 36,1095573.6741757775,22.30778438751557,High
Scenario 45781,Country 17,3473908.556541719,17.43423173649142,Low
Scenario 45782,Country 11,2545712.065846929,23.93755189018221,High
Scenario 45783,Country 16,3374541.7332881307,24.788844278984335,Medium
Scenario 45784,Country 16,1209682.2607254712,7.720432685572751,High
Scenario 45785,Country 29,1818958.2423650143,11.541353913903924,Medium
Scenario 45786,Country 25,579209.5157494834,11.157403175509886,Low
Scenario 45787,Country 7,875538.904929788,17.08941852184238,Low
Scenario 45788,Country 18,3168951.708247034,13.574591996211131,Low
Scenario 45789,Country 11,1741689.260571131,23.98050991163061,Low
Scenario 45790,Country 31,2645019.4631866235,15.694111758131568,High
Scenario 45791,Country 33,4823733.522813282,7.045697623297206,Low
Scenario 45792,Country 39,4928196.462364519,5.361114745567317,Medium
Scenario 45793,Country 36,1284661.0078999356,7.741426602559265,Low
Scenario 45794,Country 12,153073.9402464569,16.947293066831463,Medium
Scenario 45795,Country 28,3779734.348445843,19.29655350279263,High
Scenario 45796,Country 33,4102421.600508364,16.44005529492813,High
Scenario 45797,Country 50,2503064.316670153,19.91588146586247,High
Scenario 45798,Country 48,162865.2626342488,16.421943950453947,Medium
Scenario 45799,Country 12,1276066.831928464,8.778010776214156,Medium
Scenario 45800,Country 4,2999985.434228749,9.787922181764245,High
Scenario 45801,Country 28,1668773.2476393536,16.895015388004047,High
Scenario 45802,Country 15,3810193.5222333455,8.784848551154031,High
Scenario 45803,Country 26,3836076.211309404,24.509654606289313,Low
Scenario 45804,Country 48,1311164.98798387,16.71178057010376,Low
Scenario 45805,Country 5,541310.899901933,11.025653310912517,High
Scenario 45806,Country 2,1852442.0783102065,8.772389222933057,Medium
Scenario 45807,Country 45,2418714.5732825054,15.308478610941044,High
Scenario 45808,Country 47,860183.3291170411,18.41217017447844,Medium
Scenario 45809,Country 13,2436697.9512560493,10.536071813864485,Medium
Scenario 45810,Country 34,4536123.69787596,9.68434556595823,High
Scenario 45811,Country 23,2840557.12612068,5.21323328728948,Medium
Scenario 45812,Country 39,2282467.486479557,19.690013535587944,Medium
Scenario 45813,Country 14,103154.20214573373,6.927413802159828,High
Scenario 45814,Country 2,3169071.4790357267,15.697642456273895,High
Scenario 45815,Country 7,2066007.3656430382,24.019444283447775,Medium
Scenario 45816,Country 3,4333700.918264367,15.998802649422203,High
Scenario 45817,Country 13,3386242.5757833337,17.195522573393774,High
Scenario 45818,Country 24,187991.28321761446,17.31673230329624,Low
Scenario 45819,Country 13,1668908.2466722974,13.666303254236942,Low
Scenario 45820,Country 8,2806188.764879146,16.095716034825138,High
Scenario 45821,Country 13,4398824.231590153,5.572499376407183,High
Scenario 45822,Country 23,1282253.375481192,21.171481745241923,Low
Scenario 45823,Country 48,1834001.5545964604,6.4481710269715915,Medium
Scenario 45824,Country 43,1118836.6105704955,5.102531288289615,High
Scenario 45825,Country 50,774892.1899207534,10.592078820875532,High
Scenario 45826,Country 14,568146.7874488926,15.845177672664212,Low
Scenario 45827,Country 18,1270465.353601728,14.273251389526942,High
Scenario 45828,Country 44,1097054.1868888699,13.577928713394448,Medium
Scenario 45829,Country 4,1637078.576971851,12.173157179839592,Low
Scenario 45830,Country 34,1356344.846724565,10.831918111142109,Low
Scenario 45831,Country 33,2001237.8575517933,16.294212747837577,High
Scenario 45832,Country 31,464292.1603642691,20.423737084073842,High
Scenario 45833,Country 10,2921102.736862402,20.055257046220106,Low
Scenario 45834,Country 47,4139159.4567567515,5.49140398693017,Low
Scenario 45835,Country 45,3945662.9501812686,6.215395196968176,Medium
Scenario 45836,Country 39,1612490.6548973408,18.67922085764373,Medium
Scenario 45837,Country 1,241588.6567674896,19.838683433450605,High
Scenario 45838,Country 23,724669.5408614421,22.58885761416932,Medium
Scenario 45839,Country 15,452260.01453849446,17.428394817105847,Medium
Scenario 45840,Country 14,4873170.665229288,17.81075669795681,High
Scenario 45841,Country 36,2723172.470576299,13.67509963949189,Medium
Scenario 45842,Country 13,1080839.003631976,21.95194181364337,Low
Scenario 45843,Country 32,1025029.8398929667,10.348711346722748,High
Scenario 45844,Country 4,4821306.389736777,5.0330929039786,Medium
Scenario 45845,Country 26,2695160.9653449287,18.112823666713535,Medium
Scenario 45846,Country 49,2374569.9295151,8.047244948943854,Low
Scenario 45847,Country 33,4724848.978317244,14.25696804880326,Low
Scenario 45848,Country 9,2987667.22494933,7.00959625421463,High
Scenario 45849,Country 17,2443357.4705341966,24.669135440616166,High
Scenario 45850,Country 41,3382260.733946418,17.787491954750497,Medium
Scenario 45851,Country 18,931260.2996265661,9.339089530412732,High
Scenario 45852,Country 48,888861.2285935328,17.328773017432226,High
Scenario 45853,Country 10,4861543.141996587,10.323441963652884,Medium
Scenario 45854,Country 10,4731841.334916639,16.349898771441577,High
Scenario 45855,Country 32,598701.49679155,14.588982241595756,Medium
Scenario 45856,Country 7,1261697.331006779,12.723928026771045,High
Scenario 45857,Country 31,1657459.0484985858,21.53715805081365,Low
Scenario 45858,Country 18,1030088.1345085597,18.614417852174036,High
Scenario 45859,Country 8,4525225.173266037,11.04626905298634,High
Scenario 45860,Country 7,861399.5951097015,13.81983720558268,Low
Scenario 45861,Country 46,4823699.476480577,20.942345039950425,High
Scenario 45862,Country 37,4215136.2386657875,15.087196948269046,Low
Scenario 45863,Country 31,3030840.0781759284,21.891237342407603,Medium
Scenario 45864,Country 8,2798167.688525735,16.42899250887881,High
Scenario 45865,Country 18,3399703.5756356246,14.53384624590175,High
Scenario 45866,Country 42,2119930.004848642,17.523353980867263,Low
Scenario 45867,Country 32,2996308.6484688646,12.74666989164995,Low
Scenario 45868,Country 10,357873.67592087097,7.943791980123118,Medium
Scenario 45869,Country 45,3333490.9557461175,16.718806345986625,Low
Scenario 45870,Country 34,2332408.2886956246,19.99115674934282,Low
Scenario 45871,Country 39,785358.3326544777,19.140673599269558,High
Scenario 45872,Country 27,3353991.763806296,23.08562279339224,High
Scenario 45873,Country 32,2951444.824292754,24.79925329880404,Medium
Scenario 45874,Country 25,4555455.171304414,14.69813932268572,High
Scenario 45875,Country 46,2508220.498195307,15.517978503225379,High
Scenario 45876,Country 4,1959330.159157716,10.355314870143088,High
Scenario 45877,Country 40,3632752.7781009497,18.777317561242633,Low
Scenario 45878,Country 44,1076694.097681559,11.071102449891047,Low
Scenario 45879,Country 43,3189882.7606233917,7.355006672458993,Medium
Scenario 45880,Country 1,4104315.8802029826,7.119781364970372,Low
Scenario 45881,Country 30,4513319.902148332,13.167843312908094,Medium
Scenario 45882,Country 19,1277643.9659430217,15.772823480093955,High
Scenario 45883,Country 42,2181847.2862377856,5.574143072115962,High
Scenario 45884,Country 47,935979.1340941992,5.581867528221654,Low
Scenario 45885,Country 49,1018922.3687276044,7.395309212750549,Medium
Scenario 45886,Country 31,4933855.225025174,7.220615421507414,Low
Scenario 45887,Country 44,3113560.265010302,18.08509328287652,High
Scenario 45888,Country 20,682725.71224807,7.462862841268096,Medium
Scenario 45889,Country 1,1043404.9264898838,24.781836020764448,Low
Scenario 45890,Country 10,3078738.896256575,6.439278617999944,Medium
Scenario 45891,Country 6,4658612.726536703,12.616460689159997,Medium
Scenario 45892,Country 26,2818897.1881536273,5.56771933837195,Low
Scenario 45893,Country 13,2686514.4666237943,20.72930760557243,Low
Scenario 45894,Country 7,893283.7130703601,11.094565906342995,Medium
Scenario 45895,Country 18,3209962.184156223,15.572397806307778,Low
Scenario 45896,Country 6,4337293.133830317,23.45868008438495,Low
Scenario 45897,Country 35,618824.03394754,7.138006597946649,Medium
Scenario 45898,Country 2,4815037.843485731,11.15439395206147,Low
Scenario 45899,Country 48,2062561.5680800655,21.875963951799605,High
Scenario 45900,Country 45,1787847.529963905,23.334493678423765,Low
Scenario 45901,Country 45,1342151.839364062,20.5380560390168,Medium
Scenario 45902,Country 19,3881951.3077329816,14.907961194280961,High
Scenario 45903,Country 25,1837541.6578774815,14.744549632708736,Medium
Scenario 45904,Country 5,566872.5304041002,10.850855049108919,High
Scenario 45905,Country 28,2240504.1005583545,17.63296968074002,Medium
Scenario 45906,Country 42,971677.9089555312,16.926362847043247,Low
Scenario 45907,Country 6,1036978.0610614126,15.367249594721223,High
Scenario 45908,Country 2,1701972.9743038216,5.899032913640609,High
Scenario 45909,Country 24,3770508.3750652503,22.15618525089449,Medium
Scenario 45910,Country 9,4672344.848058109,24.40294792743565,High
Scenario 45911,Country 30,2605793.928756048,13.470211193414023,High
Scenario 45912,Country 24,2985802.6947121336,15.58474321602771,Medium
Scenario 45913,Country 21,2614859.3264646484,6.1327182767582915,Medium
Scenario 45914,Country 50,960188.0191148403,16.617945896684887,Medium
Scenario 45915,Country 33,1466391.8644974085,24.791714320425463,Medium
Scenario 45916,Country 41,2069213.2021947394,20.769118745396277,Medium
Scenario 45917,Country 9,2258418.9709481695,14.588877085424443,High
Scenario 45918,Country 13,601373.130185714,7.5306144455419854,High
Scenario 45919,Country 18,2970367.2203095476,13.72942908204841,High
Scenario 45920,Country 11,3253700.2952370085,5.503073387972752,Medium
Scenario 45921,Country 42,1491333.4762992887,11.528879792271471,Low
Scenario 45922,Country 12,2717925.637299514,6.417616949210972,High
Scenario 45923,Country 37,1613151.6635189275,20.99571275452065,Low
Scenario 45924,Country 38,1638159.0924790788,19.2415483355148,High
Scenario 45925,Country 34,4081526.692449689,8.973380519717225,Low
Scenario 45926,Country 28,1289295.6426817854,24.61725078661867,Medium
Scenario 45927,Country 20,4107443.968632947,24.315601370034287,Low
Scenario 45928,Country 22,762829.2015569464,11.861240312278337,Medium
Scenario 45929,Country 15,1679178.3143632382,9.963102429961818,Medium
Scenario 45930,Country 34,3237407.040788515,12.028007146041935,Medium
Scenario 45931,Country 31,4947498.839773728,23.94081274147229,Low
Scenario 45932,Country 25,280221.62412040273,9.285257629299764,Low
Scenario 45933,Country 9,3798036.2175746844,24.637609230275125,Low
Scenario 45934,Country 2,1097291.5830366085,8.886707679400772,Low
Scenario 45935,Country 11,869514.493066438,9.33987603420116,Low
Scenario 45936,Country 18,4798513.384067543,9.675170532976354,Medium
Scenario 45937,Country 24,3124524.294879119,7.930488142002183,High
Scenario 45938,Country 38,1835725.5701153846,7.052585014881987,Medium
Scenario 45939,Country 38,384884.7739650454,15.406684984474781,High
Scenario 45940,Country 28,3376793.2155083227,10.441663051413094,High
Scenario 45941,Country 48,976517.3365402825,12.004507658462186,Low
Scenario 45942,Country 16,3112580.18893528,13.704654914915675,Medium
Scenario 45943,Country 34,1744372.6398411014,24.67229342790309,High
Scenario 45944,Country 5,3097122.6053321618,13.134813290425138,High
Scenario 45945,Country 8,2484648.662257376,18.17519148545673,Low
Scenario 45946,Country 14,4128208.4993030895,6.677107177776231,Medium
Scenario 45947,Country 1,4166709.1939590625,20.526550550310393,High
Scenario 45948,Country 16,557590.4118292133,22.589351318094693,Medium
Scenario 45949,Country 39,1040542.9304368357,20.38776338907109,Low
Scenario 45950,Country 36,2304726.9904703754,18.12537822739767,Low
Scenario 45951,Country 30,3482158.5416637785,20.022072345748704,Medium
Scenario 45952,Country 14,3517292.704681918,19.161396865084168,Low
Scenario 45953,Country 27,4197679.5790808145,17.085304845318127,High
Scenario 45954,Country 3,1870753.6247490307,24.48383932573194,Medium
Scenario 45955,Country 49,1901342.071834011,10.31764148394741,High
Scenario 45956,Country 9,1015573.7813018638,8.582292414394475,Medium
Scenario 45957,Country 32,341342.1181269997,12.12018853516133,Low
Scenario 45958,Country 42,4990396.218246764,21.452656170932435,High
Scenario 45959,Country 15,4293601.15382751,11.864323462685762,High
Scenario 45960,Country 31,3736181.056794867,20.00333628927751,Medium
Scenario 45961,Country 24,3785887.538637603,18.361325622122102,High
Scenario 45962,Country 6,1970230.5714537497,15.499776422233245,Low
Scenario 45963,Country 7,4919489.871957494,8.901839749989369,Low
Scenario 45964,Country 44,1113405.3749656277,13.44202879417394,Low
Scenario 45965,Country 30,4947813.16071604,16.37409591655611,Medium
Scenario 45966,Country 36,210259.26270551165,16.08577601981768,Low
Scenario 45967,Country 18,3408908.9804158034,16.118435967868137,Low
Scenario 45968,Country 36,1663975.5184994426,21.159119743047167,Medium
Scenario 45969,Country 50,241591.62222122378,17.181480960866473,Medium
Scenario 45970,Country 4,2762520.893143875,12.899892383983541,High
Scenario 45971,Country 33,2885052.069025147,12.424378581854079,Medium
Scenario 45972,Country 44,4288697.221428134,11.416208752775077,High
Scenario 45973,Country 39,2326983.026599991,18.986055960890216,High
Scenario 45974,Country 11,2869029.5726366392,22.494295015576988,Low
Scenario 45975,Country 45,1316793.663509907,11.144014682715635,High
Scenario 45976,Country 18,815102.757732891,6.084350174989375,Medium
Scenario 45977,Country 8,3872220.0803021686,8.222516947306964,Medium
Scenario 45978,Country 7,3316725.0375266126,6.950231676348446,Low
Scenario 45979,Country 41,3485251.4066674886,16.79281618133576,High
Scenario 45980,Country 14,115753.39128552601,17.90562705561555,Low
Scenario 45981,Country 46,2530486.49521588,19.298684541791957,High
Scenario 45982,Country 13,104246.54693386101,8.880617561953096,High
Scenario 45983,Country 18,2099178.2367708217,16.75277175385741,High
Scenario 45984,Country 28,4676703.791003406,5.738715390923133,Medium
Scenario 45985,Country 27,3394530.042164864,5.773341167870902,Medium
Scenario 45986,Country 11,3488368.024724482,15.866101215674075,High
Scenario 45987,Country 8,2660118.2097406844,16.01902726515189,High
Scenario 45988,Country 10,4426027.124453942,23.029706285682035,High
Scenario 45989,Country 48,4020931.763156166,18.40969971819258,High
Scenario 45990,Country 49,844957.6611576475,8.154013452737006,Low
Scenario 45991,Country 29,259802.81178021777,6.044140683874273,High
Scenario 45992,Country 20,4328543.1097856285,23.67395376348006,High
Scenario 45993,Country 46,1419491.6193668402,8.638278230347405,Low
Scenario 45994,Country 9,1658049.4355502184,18.227036564838915,Low
Scenario 45995,Country 12,2058471.1010313309,18.100764868914226,Medium
Scenario 45996,Country 40,3044996.2736764657,14.255010908431633,High
Scenario 45997,Country 2,3237935.389034804,10.074891696073243,High
Scenario 45998,Country 6,2075930.7255824383,24.996016838287176,High
Scenario 45999,Country 12,585932.0646677839,8.010492685192235,High
Scenario 46000,Country 11,1652450.724662566,20.417302158454653,Low
Scenario 46001,Country 29,3990179.4706452424,16.147175793109817,Low
Scenario 46002,Country 30,3896164.33825881,6.058979479237845,Medium
Scenario 46003,Country 29,2703154.8182951086,16.74998689152154,High
Scenario 46004,Country 14,1027660.9745584975,5.8847281055809875,Low
Scenario 46005,Country 45,671673.8066369389,22.08463326408284,Low
Scenario 46006,Country 43,1656552.0013127525,22.411947256345208,Low
Scenario 46007,Country 25,2945636.572603843,6.324115400636319,High
Scenario 46008,Country 11,2094033.017493656,6.68069603327341,Medium
Scenario 46009,Country 1,2882386.836751055,12.846789243782338,High
Scenario 46010,Country 10,311368.69134919904,9.080566326902739,Low
Scenario 46011,Country 50,3256986.1219653557,6.653976659794518,Low
Scenario 46012,Country 45,465795.2429876873,23.372973047160816,Low
Scenario 46013,Country 44,3330477.6975907213,20.944002492087854,Low
Scenario 46014,Country 5,1577579.3453000546,14.690084340584404,Medium
Scenario 46015,Country 4,3613643.425125022,8.272349403628741,High
Scenario 46016,Country 11,4656980.35454731,23.580422036127548,Medium
Scenario 46017,Country 5,2361185.0969613367,14.607621809977783,High
Scenario 46018,Country 11,518690.7197251464,11.296631414096831,Low
Scenario 46019,Country 16,2705706.90753985,21.67924914920237,Low
Scenario 46020,Country 50,1819823.2711082564,19.831790973435023,Medium
Scenario 46021,Country 47,1436438.8568333297,16.61589635777844,High
Scenario 46022,Country 12,491998.1829178174,19.29342393961312,Medium
Scenario 46023,Country 43,3394212.308932242,18.514265904158968,High
Scenario 46024,Country 47,1568655.0651845965,5.7401531039860565,Medium
Scenario 46025,Country 39,4293240.177685823,16.831426384364743,Low
Scenario 46026,Country 15,4504281.837139523,14.711675990445576,Low
Scenario 46027,Country 24,3790955.168042376,15.234398864951011,High
Scenario 46028,Country 14,3992845.658033688,11.638258723491536,Low
Scenario 46029,Country 11,2267158.339571317,23.20324434772717,Low
Scenario 46030,Country 41,4012180.2478834246,20.831406500763247,Low
Scenario 46031,Country 18,2050826.2669085762,22.672891234160446,Medium
Scenario 46032,Country 35,1026166.6289006972,6.8261080297151295,Medium
Scenario 46033,Country 50,4133345.1087842486,22.824677882144332,Low
Scenario 46034,Country 8,4926013.146938091,14.209349648805087,High
Scenario 46035,Country 8,3999946.0956300125,20.973555289575373,Low
Scenario 46036,Country 14,382151.69605157856,17.923366369448104,High
Scenario 46037,Country 6,2713594.0659730607,17.725705221353532,Low
Scenario 46038,Country 38,3973895.753429059,11.974029351244248,Medium
Scenario 46039,Country 43,999197.7877939723,15.715355079036645,Low
Scenario 46040,Country 28,2399500.8954342883,16.60065019810542,Low
Scenario 46041,Country 44,4608876.749383514,21.73145256840568,High
Scenario 46042,Country 19,4641273.172177452,17.465497522924398,High
Scenario 46043,Country 36,1355389.083920956,9.945993411924183,High
Scenario 46044,Country 42,2575989.4442112898,19.059827574369898,Low
Scenario 46045,Country 33,2187421.2899121786,21.596922835533626,Medium
Scenario 46046,Country 4,1016884.7588548241,13.601172117447252,High
Scenario 46047,Country 5,4735555.619159576,15.714968966140725,High
Scenario 46048,Country 49,4601347.185838827,11.26064113363598,High
