Country,Risk_Type,Risk_Level,Impact_Score
Country 11,Social,Low,3.09433940973603
Country 31,Social,High,3.4325997877940653
Country 40,Regulatory,Low,2.550095624227422
Country 32,Political,Low,1.0037569573081684
Country 48,Environmental,High,3.2574781477550463
Country 17,Regulatory,Low,1.9313680942901952
Country 17,Environmental,High,1.4323224875215756
Country 34,Political,High,1.224309210931552
Country 25,Social,Low,4.901233836166436
Country 26,Social,Medium,4.427828714122436
Country 16,Political,High,1.195078203016485
Country 47,Political,Medium,1.445186725953246
Country 36,Regulatory,Low,3.461461830491609
Country 47,Social,Medium,4.460892861802563
Country 26,Economic,High,3.304183126815265
Country 22,Economic,Low,1.5072603513599412
Country 9,Economic,Medium,4.576092827964675
Country 26,Political,Medium,2.89653072222569
Country 17,Environmental,Low,3.461759423266499
Country 50,Economic,Low,3.186877366872296
Country 3,Economic,Low,1.3841704112182773
Country 7,Social,Medium,1.9099410790832083
Country 13,Environmental,Low,1.1598982851561126
Country 14,Economic,High,3.8878209612459727
Country 41,Environmental,Low,3.4697959585920604
Country 8,Regulatory,Low,4.067818867576957
Country 21,Political,Medium,4.337313697635478
Country 49,Environmental,Low,1.6748872332867073
Country 12,Environmental,Medium,3.3458729231078252
Country 8,Economic,Medium,4.477241539065631
Country 26,Environmental,High,3.9425470714793214
Country 41,Regulatory,High,4.917812847693748
Country 48,Regulatory,High,1.1727169410937859
Country 17,Economic,High,1.0110758372706923
Country 40,Regulatory,High,4.045886610135012
Country 38,Regulatory,Medium,2.485327303226691
Country 31,Regulatory,Medium,3.1983038979888496
Country 40,Social,Medium,1.9020931214862173
Country 10,Political,Medium,3.4388521900171956
Country 1,Political,Medium,4.531442235011259
Country 32,Regulatory,High,3.768063499908136
Country 3,Economic,Low,1.8475769983348456
Country 18,Regulatory,Low,1.8697601939155284
Country 25,Economic,Medium,2.3277176453928985
Country 19,Social,High,1.8903475926707425
Country 30,Political,Medium,1.7880986672884238
Country 30,Political,Low,2.362385746166549
Country 49,Environmental,High,4.681015947718448
Country 22,Environmental,High,1.7529360687808517
Country 24,Political,Medium,1.5687012631888377
Country 33,Political,High,3.7713272951563557
Country 8,Political,High,2.7951161752823546
Country 47,Political,High,1.5827742079923328
Country 16,Environmental,Low,3.016797070387269
Country 6,Environmental,Low,3.860426101353905
Country 46,Environmental,Low,2.059581560389215
Country 44,Environmental,Low,3.0452668771437628
Country 22,Environmental,Medium,4.034910423225743
Country 5,Social,Low,1.5175910363252783
Country 28,Political,Medium,4.603076673691919
Country 11,Regulatory,Medium,4.433473368349006
Country 21,Environmental,Low,4.89355368201381
Country 2,Regulatory,Medium,2.339651667679027
Country 48,Regulatory,High,1.5821924989735061
Country 37,Economic,Low,3.636398594804965
Country 33,Regulatory,Low,1.4067540614632335
Country 26,Environmental,High,4.719134259064564
Country 50,Environmental,Medium,2.5548109662212175
Country 46,Political,High,4.35701905616475
Country 41,Social,Low,1.1070681604111146
Country 40,Regulatory,High,2.4489570358859662
Country 41,Social,High,2.4048768053393057
Country 26,Environmental,Medium,1.8074870151999471
Country 2,Environmental,High,4.959848191557132
Country 36,Social,High,4.352457073440007
Country 3,Environmental,Medium,1.0368244349527367
Country 26,Social,High,4.0028433256631635
Country 25,Regulatory,Medium,4.268546678331296
Country 36,Regulatory,High,3.4743860223478076
Country 46,Social,High,1.2000465349003484
Country 6,Environmental,Low,2.7985709169772157
Country 28,Political,Medium,3.0449119618551297
Country 49,Political,High,2.9058429357641513
Country 24,Economic,High,3.8755996324263617
Country 40,Social,Low,2.382225702232111
Country 23,Regulatory,Low,4.666890751417114
Country 43,Environmental,Low,2.723848707042332
Country 48,Political,Low,2.519363300297903
Country 38,Environmental,High,3.299938969475587
Country 1,Economic,Low,2.293131917827136
Country 13,Economic,Medium,1.9702943603222036
Country 40,Political,Low,3.5040118600727204
Country 19,Political,Medium,3.060902840354021
Country 38,Social,Medium,1.9324764491787625
Country 30,Economic,Medium,2.8116570098657143
Country 22,Economic,Low,3.757616313191598
Country 46,Economic,High,2.6420893969076693
Country 10,Political,Medium,2.2239164884731206
Country 30,Economic,Medium,3.7773136524999886
Country 36,Social,Medium,1.4047976309273027
Country 28,Environmental,Medium,3.5726593512105045
Country 30,Economic,Medium,4.166911625089751
Country 11,Political,High,4.172733855423052
Country 32,Regulatory,Medium,2.548625148032449
Country 30,Environmental,Medium,4.720139475107613
Country 25,Economic,Medium,1.4184116906095294
Country 4,Political,Medium,4.763091741702729
Country 13,Economic,Low,1.7150892127930004
Country 2,Economic,Medium,3.0454983276063436
Country 29,Political,High,4.623561265604367
Country 15,Regulatory,Low,4.000243952494835
Country 13,Political,Low,4.825345126747951
Country 40,Regulatory,Low,1.3101901862476661
Country 23,Economic,Medium,4.28161170519977
Country 40,Political,Medium,2.787179987793965
Country 29,Social,Low,3.979423803061781
Country 44,Regulatory,Low,2.4346636334078178
Country 9,Environmental,High,1.6199545742092032
Country 20,Social,High,4.387630798263707
Country 23,Social,High,3.0891834184386333
Country 15,Environmental,Low,4.379758123242016
Country 41,Economic,High,3.280497502277639
Country 29,Regulatory,Low,1.0241329542072792
Country 38,Regulatory,Low,4.401539071881702
Country 32,Economic,High,4.784556226291551
Country 32,Regulatory,High,4.604618895015747
Country 16,Political,Low,3.122308418595907
Country 27,Environmental,High,1.8081150044815972
Country 27,Economic,Low,4.90287702557359
Country 10,Environmental,Low,1.891472088514162
Country 29,Environmental,Low,2.0471797896164268
Country 3,Economic,Low,1.2565039639011966
Country 10,Environmental,Low,4.204493799730756
Country 35,Political,Low,3.82091411310427
Country 16,Social,High,1.8932608670316555
Country 44,Social,Medium,3.8335169489763863
Country 11,Social,High,3.575627490272806
Country 2,Economic,Low,4.860520773553947
Country 46,Regulatory,High,3.640060147226809
Country 27,Regulatory,Low,1.928850491514201
Country 7,Environmental,Medium,4.70515580377701
Country 46,Regulatory,High,1.907212222588973
Country 19,Economic,Medium,3.4663385171142442
Country 25,Environmental,Low,4.965492865732106
Country 49,Economic,High,3.248936256948291
Country 33,Economic,Medium,3.0510130881621933
Country 38,Regulatory,Medium,1.1242324483720711
Country 10,Social,Low,3.0172486434650407
Country 42,Regulatory,Low,2.8594892493733552
Country 6,Social,High,1.9001946086590324
Country 23,Social,Low,4.966373931061602
Country 3,Economic,High,1.0640223516022265
Country 22,Social,Medium,1.6000700655782452
Country 48,Environmental,High,1.2232555506672615
Country 47,Regulatory,Medium,1.4864387239226984
Country 39,Regulatory,Low,4.758687120186931
Country 22,Social,Low,3.9778984732981963
Country 3,Regulatory,Medium,3.1524362512484245
Country 19,Economic,Low,3.7559126372121825
Country 45,Regulatory,Low,4.673506363864794
Country 45,Regulatory,High,2.1747074373208317
Country 28,Environmental,High,2.4682944176939525
Country 18,Environmental,Medium,3.3436021931598723
Country 11,Environmental,Medium,1.8479275338794294
Country 20,Social,High,1.8701555222068067
Country 25,Economic,High,4.97297898278574
Country 26,Economic,Medium,1.4370010021728432
Country 19,Political,Medium,1.8495381416822565
Country 44,Regulatory,Medium,4.206449497652356
Country 3,Environmental,Medium,2.195203780921073
Country 2,Environmental,Medium,4.930926626482776
Country 30,Political,Medium,4.381876877354101
Country 19,Political,Medium,3.531834248694956
Country 8,Regulatory,Low,2.104304309298448
Country 24,Economic,Medium,4.156782507691631
Country 32,Social,High,3.728958207851643
Country 50,Environmental,Low,3.838954126938049
Country 3,Regulatory,High,1.4908146933068225
Country 17,Economic,Low,4.36708584506094
Country 3,Social,Medium,2.279970373761948
Country 49,Regulatory,High,3.5424692847102524
Country 40,Economic,Low,3.0345559656487135
Country 20,Social,Low,1.9817770471875686
Country 9,Political,Medium,3.8306033709333285
Country 18,Regulatory,Medium,1.5521810006629417
Country 25,Regulatory,Medium,4.767385838325389
Country 36,Social,Medium,4.547323378487579
Country 40,Political,High,1.6079540570109212
Country 22,Political,High,1.3471833240343734
Country 30,Social,Medium,3.2010597136155132
Country 31,Social,High,1.7136952620712043
Country 8,Environmental,Medium,3.2977674615120014
Country 10,Regulatory,Medium,1.7813256884106008
Country 22,Economic,High,2.8410996957792802
Country 29,Environmental,Low,2.5638600672009035
Country 34,Economic,High,1.996190993583796
Country 2,Environmental,High,1.035584761488313
Country 49,Political,Medium,3.409675818009484
Country 14,Regulatory,Medium,4.99822307511213
Country 6,Economic,High,3.6230221776524565
Country 20,Environmental,Low,1.1140540896202742
Country 17,Regulatory,High,2.7951519421973963
Country 2,Environmental,Medium,2.311844509745871
Country 24,Political,Medium,4.370041810764326
Country 6,Regulatory,Low,2.801007973055201
Country 19,Economic,Medium,1.2247098611499125
Country 27,Regulatory,Medium,3.258328870873507
Country 5,Environmental,High,4.314378965660408
Country 9,Social,Low,2.671914964191361
Country 4,Regulatory,Low,1.2339431841070945
Country 45,Regulatory,Low,2.5886946942467977
Country 20,Economic,Medium,3.539752396141631
Country 50,Political,Medium,2.5438313307203106
Country 30,Environmental,Low,1.4838697016606242
Country 35,Social,Low,4.703391524179814
Country 35,Economic,Low,4.240127825123658
Country 4,Economic,High,4.328644963242796
Country 14,Environmental,High,1.9833429367812139
Country 11,Political,High,3.6690756750832705
Country 3,Economic,Low,4.2039648140133
Country 39,Environmental,Medium,4.897427435367387
Country 8,Regulatory,High,2.32482221944013
Country 1,Regulatory,Medium,1.300692727063606
Country 7,Social,Low,3.10394687716853
Country 46,Economic,Medium,1.5506696032427998
Country 29,Regulatory,High,4.169851242490546
Country 2,Regulatory,High,3.3430554918779234
Country 14,Economic,Medium,4.610694752407195
Country 13,Regulatory,Low,4.868879231534057
Country 29,Regulatory,Low,4.914959227812584
Country 33,Regulatory,Low,4.251338044492936
Country 26,Environmental,Medium,3.3234624178509
Country 5,Economic,Medium,3.5529786518385587
Country 32,Political,Low,1.193302213769432
Country 35,Environmental,Medium,3.106343953857036
Country 28,Political,High,1.6009482559418045
Country 25,Regulatory,High,3.4870855520783266
Country 5,Political,Low,1.120383537133208
Country 48,Environmental,High,3.6987905895964346
Country 22,Regulatory,Medium,3.8080629042292258
Country 50,Environmental,Low,4.323526545922222
Country 1,Regulatory,Low,4.550084669741063
Country 1,Economic,High,1.5262332897762665
Country 30,Social,Low,3.5480299360837875
Country 47,Social,Low,2.410426322118749
Country 43,Political,Low,3.5297083040973303
Country 37,Political,Medium,2.509554892954518
Country 33,Environmental,Low,2.129444490478983
Country 7,Social,Medium,2.6258000095180067
Country 4,Economic,High,3.5195058064518014
Country 10,Political,Medium,2.5232630174170283
Country 29,Regulatory,Medium,4.936052459709923
Country 18,Environmental,Low,1.036354132630784
Country 21,Social,Medium,3.7217062675418857
Country 19,Environmental,High,2.8815618735008703
Country 13,Political,Low,1.3042521064698782
Country 24,Regulatory,Medium,2.3702945371257567
Country 4,Social,Medium,4.533417785984149
Country 42,Political,High,4.135075598703928
Country 42,Environmental,High,3.579476560964312
Country 20,Social,High,4.647185905369034
Country 17,Political,Low,1.0525559154883495
Country 6,Social,Medium,2.63352310151352
Country 39,Economic,High,2.8499110981465066
Country 48,Economic,Medium,3.4383381561514783
Country 27,Economic,High,3.2713161653328484
Country 12,Social,High,1.5392023053409174
Country 46,Environmental,Low,4.7760357624389425
Country 14,Political,Low,3.1154807157623976
Country 42,Social,Medium,4.622737293381427
Country 11,Economic,Low,2.109462335828866
Country 45,Economic,Low,1.632066397193944
Country 23,Social,High,4.103778127111333
Country 18,Economic,Medium,4.643653889426457
Country 31,Regulatory,High,4.263498872110274
Country 46,Regulatory,Medium,2.614024950518885
Country 33,Economic,High,3.0545084033040912
Country 6,Political,Medium,4.280358208176129
Country 10,Environmental,High,4.45506853358673
Country 32,Political,High,3.052178238745719
Country 38,Economic,Low,2.568394816260566
Country 34,Economic,Medium,4.34349230830236
Country 45,Environmental,Low,1.5861416521210354
Country 13,Environmental,Medium,4.749568354258869
Country 12,Social,Low,3.2473632925884717
Country 18,Environmental,Low,1.3739963430263669
Country 2,Economic,Medium,3.9156016061368644
Country 6,Regulatory,Low,2.7308596440180937
Country 8,Regulatory,Low,3.675912194738093
Country 8,Political,Low,4.178453233952483
Country 19,Political,Medium,3.250275543382883
Country 37,Social,High,2.910645421449083
Country 16,Economic,Medium,4.707823701230048
Country 36,Political,High,4.616436634526831
Country 8,Regulatory,Medium,4.478125502906487
Country 43,Political,Medium,1.2063097580096254
Country 45,Environmental,Medium,3.923075280314421
Country 3,Economic,Medium,1.9046088090450768
Country 16,Environmental,Low,4.402268931328726
Country 18,Regulatory,High,4.605326857360514
Country 7,Environmental,Medium,3.378145812317019
Country 20,Political,Medium,3.2396788186732923
Country 34,Political,High,2.1540986001320293
Country 35,Social,Low,1.4343222932537776
Country 47,Political,High,1.8817299316687706
Country 30,Regulatory,Medium,2.4400627936030195
Country 3,Political,High,1.4607641661275768
Country 31,Economic,Low,2.4099988164024087
Country 44,Social,Medium,4.3240943694786
Country 31,Environmental,High,3.026877311614374
Country 46,Social,Medium,1.0838514748018917
Country 40,Economic,High,3.5442737844130887
Country 2,Political,Low,3.581905638107796
Country 17,Economic,Medium,3.903294219266618
Country 12,Economic,High,4.979605006011884
Country 21,Social,Medium,3.755205878854916
Country 27,Regulatory,High,4.644361449761101
Country 20,Economic,Low,3.864762170183756
Country 39,Political,High,4.0241645361225515
Country 33,Environmental,High,4.919066908490278
Country 46,Political,Medium,1.9150947688920081
Country 25,Environmental,High,3.357675515342403
Country 9,Economic,Low,2.754731717654805
Country 33,Regulatory,Low,1.794939076415841
Country 23,Political,High,1.6160196076517908
Country 15,Environmental,Medium,3.8035532774011416
Country 29,Economic,High,4.371194145955588
Country 10,Environmental,High,1.6639085739200392
Country 24,Regulatory,High,4.375123477144422
Country 16,Political,High,2.4659256204987487
Country 5,Political,High,4.00279484331802
Country 40,Social,Low,1.7042623976616356
Country 15,Political,High,1.5284907870529882
Country 21,Economic,Medium,1.9340302564303413
Country 19,Economic,Low,3.301224289955243
Country 29,Economic,Medium,1.2426680611232652
Country 22,Political,Medium,3.4422190698087967
Country 33,Political,Medium,1.5398808588224133
Country 8,Regulatory,Medium,3.714609625221019
Country 14,Political,Medium,4.939883237986429
Country 21,Regulatory,Medium,2.892869963772902
Country 45,Regulatory,Low,1.9580499969540357
Country 11,Political,High,2.1799136553827925
Country 19,Political,Medium,4.0285092981483785
Country 45,Economic,High,3.116921531992614
Country 20,Economic,Medium,3.968637521350024
Country 23,Social,Medium,3.5886245340518106
Country 13,Social,Medium,2.410819620880503
Country 29,Political,High,2.251022113537663
Country 48,Regulatory,Medium,4.800350499272891
Country 18,Environmental,High,2.0233610672621647
Country 23,Political,High,2.8976738924018153
Country 48,Political,Low,4.740333247303079
Country 15,Political,Medium,4.105511801488852
Country 36,Social,Low,4.951440178009322
Country 47,Economic,Low,4.853581063133909
Country 20,Regulatory,Low,1.8174515629395058
Country 5,Political,High,2.71595510488347
Country 7,Economic,Medium,1.9330248291689753
Country 2,Social,Low,3.189949643085844
Country 25,Environmental,High,3.964434760178426
Country 11,Political,High,2.514068435866553
Country 34,Economic,Medium,1.7151240495545745
Country 22,Social,High,2.08837336258767
Country 10,Political,Medium,1.5306812391078202
Country 42,Social,Low,4.4155700789534915
Country 47,Environmental,Low,2.7724572921825454
Country 3,Regulatory,Medium,4.490616102067602
Country 49,Political,Low,1.4411848907835174
Country 45,Environmental,Medium,4.400011562215193
Country 34,Environmental,High,4.176642004439881
Country 10,Social,Medium,2.3403630506483415
Country 35,Social,High,3.25821726069057
Country 38,Economic,High,4.351992896739104
Country 31,Environmental,Medium,1.4350570095492787
Country 37,Economic,Low,1.7516673803846432
Country 11,Environmental,High,4.688226199721975
Country 42,Political,Low,1.0015715521387825
Country 2,Economic,Low,1.3234223570346226
Country 7,Political,Low,1.374459749875121
Country 29,Environmental,Low,1.9688717071235096
Country 13,Environmental,Medium,2.505593092250653
Country 10,Regulatory,Medium,2.800909447641567
Country 49,Regulatory,High,3.4549845631189187
Country 5,Environmental,High,4.709690189311539
Country 18,Social,Low,2.454693463133742
Country 35,Regulatory,Medium,4.724718254621666
Country 38,Social,High,4.121929817251918
Country 24,Regulatory,Low,1.0233658725909613
Country 39,Economic,Low,3.9289060439882535
Country 28,Economic,Low,2.637119855219087
Country 17,Social,Medium,2.1127369387020765
Country 2,Regulatory,Medium,4.370317486172452
Country 6,Environmental,Low,1.8391462854496932
Country 32,Regulatory,Low,4.4330472931980385
Country 3,Economic,Low,1.8514444494938234
Country 15,Political,Low,2.4851632274680497
Country 16,Environmental,Low,2.531979185649152
Country 35,Economic,Medium,3.495011506320004
Country 28,Economic,Medium,3.8012403411455176
Country 25,Economic,High,4.596936642648407
Country 5,Regulatory,Medium,4.826916475472676
Country 42,Economic,Medium,3.681459443799733
Country 2,Political,Medium,4.044880409576777
Country 20,Political,Low,1.605660549615744
Country 14,Regulatory,High,1.3541297515148916
Country 44,Regulatory,Low,3.8895915922679296
Country 28,Environmental,Low,2.981461123112508
Country 45,Political,High,1.2667624649400206
Country 26,Political,High,4.780984710012108
Country 36,Regulatory,Medium,2.184850041760536
Country 25,Social,Medium,2.2767495789940555
Country 38,Regulatory,High,1.5288866441366005
Country 6,Economic,Medium,3.1391081396515967
Country 44,Economic,Medium,4.399264440112496
Country 20,Social,Medium,4.110370730683643
Country 18,Social,High,4.471648522499816
Country 41,Political,Low,3.6586224417421875
Country 29,Economic,Medium,1.791782006929596
Country 47,Social,Low,2.918855221888431
Country 2,Regulatory,High,3.5749521954346855
Country 50,Environmental,Low,3.011586748917803
Country 3,Economic,Medium,3.024851714554631
Country 18,Environmental,Low,1.1074662190392734
Country 2,Economic,High,1.709385866458434
Country 9,Regulatory,High,2.7384790156209537
Country 11,Environmental,High,4.5698337152570465
Country 48,Regulatory,High,1.839908426631728
Country 47,Regulatory,Medium,2.0612159089951576
Country 15,Economic,High,4.572909662528218
Country 37,Economic,Low,3.492850455090094
Country 38,Political,High,4.236422321295098
Country 49,Social,High,4.087065425836281
Country 46,Regulatory,Low,4.106561413720771
Country 47,Regulatory,Medium,4.3154306617367855
Country 3,Regulatory,Medium,3.873762956205123
Country 14,Environmental,Low,3.552017723507389
Country 10,Environmental,Low,4.509133881734099
Country 15,Regulatory,Low,4.207174032830595
Country 23,Social,Medium,3.0516706291487994
Country 21,Political,High,1.4823823789708999
Country 31,Economic,Low,1.0158092092377076
Country 9,Social,Low,2.261810319109139
Country 25,Political,Medium,4.917188644949009
Country 48,Regulatory,Medium,4.377557736028086
Country 49,Political,Medium,2.0309499119656813
Country 20,Environmental,Low,3.205742751421474
Country 45,Social,High,1.292501938823825
Country 32,Political,Low,1.7768703131507353
Country 9,Regulatory,Low,3.1777420414337008
Country 1,Environmental,High,1.8033730404955026
Country 23,Environmental,Medium,2.3931325324882273
Country 32,Social,High,2.3978359288937607
Country 7,Social,Medium,2.445104809998196
Country 32,Environmental,High,3.5976916053265477
Country 36,Regulatory,High,3.45396337307857
Country 17,Social,High,3.9855289424791054
Country 40,Social,Medium,1.8670297752056761
Country 25,Regulatory,Low,4.601402051694722
Country 21,Regulatory,Medium,2.996148382982108
Country 49,Environmental,Medium,2.826369133028889
Country 9,Economic,High,4.699445339932662
Country 15,Regulatory,Low,2.420131569647182
Country 15,Social,Medium,2.8380254054918668
Country 47,Economic,Medium,4.570547998066251
Country 19,Social,Medium,4.713654636008104
Country 49,Regulatory,Low,2.783246907030596
Country 4,Political,Low,1.3301188370858084
Country 2,Political,High,2.999101524195068
Country 27,Regulatory,Medium,3.596161751956467
Country 26,Social,Low,2.1997812032779294
Country 5,Environmental,Medium,3.516505989336872
Country 35,Political,Medium,2.9103572137766283
Country 5,Regulatory,Medium,4.24345986571093
Country 5,Regulatory,High,1.0966078045388437
Country 4,Environmental,Low,3.885106708641417
Country 43,Social,Medium,4.170053346639838
Country 50,Regulatory,Medium,3.2850802791949816
Country 28,Regulatory,Medium,4.079237895802073
Country 14,Social,Low,4.949034263821476
Country 45,Regulatory,High,1.7881386728420456
Country 28,Environmental,High,3.456895919261646
Country 23,Social,High,2.271256620138416
Country 12,Economic,Medium,3.791573716090274
Country 38,Political,Medium,3.304556061479594
Country 19,Political,Low,2.339106670012998
Country 28,Environmental,Low,2.101612110447087
Country 45,Political,High,2.9490929795396412
Country 26,Regulatory,High,2.431231963185743
Country 41,Regulatory,Medium,1.8377100452771802
Country 13,Environmental,High,2.0565351864537607
Country 15,Economic,High,1.2237584418814893
Country 7,Political,Medium,4.649307667605976
Country 45,Political,Low,1.001302493766354
Country 1,Regulatory,High,3.4900560605079534
Country 41,Economic,High,1.2519380700321667
Country 31,Regulatory,Medium,2.20170397679816
Country 20,Environmental,Medium,3.048066200510678
Country 27,Political,Medium,3.6449998287069434
Country 26,Social,Medium,1.5859443454279858
Country 16,Regulatory,Low,1.824597575154531
Country 28,Economic,Low,2.741493332002762
Country 18,Economic,High,3.663473175042795
Country 27,Social,Low,1.8063155863066744
Country 36,Environmental,High,3.274329923074855
Country 9,Political,Medium,4.979218923172598
Country 22,Environmental,Low,4.692988417518089
Country 1,Economic,Low,2.7939220052366927
Country 15,Political,Medium,2.356745599552245
Country 28,Environmental,Medium,2.0480491750210184
Country 19,Political,High,3.871142205780243
Country 25,Regulatory,Medium,1.9016654180513508
Country 20,Regulatory,Low,2.1945334518439914
Country 12,Economic,Medium,1.8454282729951457
Country 24,Economic,Low,1.1158431026298539
Country 27,Social,Low,3.1792053938047617
Country 11,Regulatory,Low,1.7299917033202576
Country 21,Economic,High,1.8531909516015852
Country 1,Political,Medium,2.0306190661099692
Country 38,Regulatory,Medium,4.646226475696922
Country 44,Economic,Low,3.606264617680493
Country 11,Political,Medium,3.0428510332337178
Country 37,Social,Low,2.5310497165370656
Country 39,Political,Low,1.1992599005447966
Country 23,Social,Medium,3.9013072663432555
Country 31,Political,Medium,4.5553255860483315
Country 34,Environmental,Medium,1.2291317813991607
Country 1,Economic,High,1.7602432158367893
Country 34,Environmental,Medium,4.714135285590212
Country 4,Environmental,High,3.7465370048319815
Country 8,Social,High,2.9453469083376036
Country 26,Regulatory,Low,2.4413983103635113
Country 2,Economic,Medium,3.138961780324453
Country 47,Regulatory,High,1.114213537355091
Country 27,Political,Medium,3.5812030695001082
Country 11,Social,High,2.447038249963308
Country 43,Social,Medium,1.3799869772830524
Country 31,Political,High,1.0778253067691725
Country 12,Economic,Medium,3.1337084853775754
Country 14,Social,Medium,3.2462918483974743
Country 25,Social,Low,1.835853978682847
Country 10,Social,Medium,1.2556961404633915
Country 46,Social,Low,4.306427338267284
Country 24,Economic,Low,3.481460775885263
Country 43,Social,High,4.042230271511289
Country 11,Political,Medium,4.849406880261578
Country 44,Political,Low,1.9449259745315914
Country 33,Economic,High,3.7647515036404036
Country 11,Economic,High,4.238614581853328
Country 22,Social,Low,4.460773937049282
Country 16,Social,Low,1.8541765904480974
Country 33,Economic,High,4.862343182380558
Country 18,Political,High,3.4389539410839487
Country 2,Regulatory,Low,1.9905695660210196
Country 39,Environmental,Low,3.2471351444062613
Country 28,Social,Medium,3.874638930339375
Country 41,Regulatory,Medium,4.503221459898294
Country 39,Political,High,2.019157786973068
Country 42,Political,Medium,2.1607382321794932
Country 26,Economic,Medium,2.8837664599324127
Country 44,Economic,High,2.812868664635518
Country 44,Economic,Low,4.207720133131126
Country 31,Environmental,High,2.977199031833652
Country 20,Economic,Low,3.0051254993102665
Country 6,Regulatory,High,1.357184835248134
Country 35,Environmental,High,3.1190692255776944
Country 15,Regulatory,Low,3.0312351721748865
Country 43,Economic,High,2.9442555885357304
Country 29,Environmental,High,2.4719875454644775
Country 44,Political,Medium,2.8078210554683833
Country 13,Economic,Medium,1.3275450592059017
Country 2,Social,Low,1.7420213242321214
Country 10,Political,Low,1.5406447605174263
Country 35,Economic,Low,1.8127273986548071
Country 48,Political,Low,4.986805756489564
Country 9,Environmental,Low,1.5496111844961664
Country 41,Social,Medium,2.363268819642858
Country 12,Regulatory,High,3.171756148418869
Country 36,Environmental,Low,2.270237835986558
Country 3,Economic,Medium,3.9173156409775647
Country 12,Environmental,High,1.758196962808546
Country 22,Regulatory,Low,4.126639709879015
Country 20,Regulatory,High,2.59216742499967
Country 30,Political,Medium,1.9778177401981134
Country 34,Political,Low,3.563179838576887
Country 29,Political,Low,2.348337201856813
Country 23,Political,High,1.6934833761224906
Country 45,Regulatory,Low,3.8378507677172284
Country 10,Regulatory,High,4.326037267686636
Country 24,Social,Low,4.9681438748312505
Country 38,Political,Low,3.9754612111854972
Country 44,Economic,Low,2.769351491864684
Country 11,Regulatory,Low,2.276514542339957
Country 43,Environmental,High,4.074202509731641
Country 39,Regulatory,Medium,1.829695318667604
Country 22,Economic,Low,3.1402202777442967
Country 34,Economic,High,3.5996524212057133
Country 1,Economic,Medium,2.925370486197592
Country 11,Social,High,3.6996656562309425
Country 33,Social,High,2.5679485655915846
Country 19,Regulatory,Low,4.567971306534076
Country 13,Social,High,1.1837616286159998
Country 24,Regulatory,Medium,3.9465285324775436
Country 41,Economic,Medium,2.6386883438953013
Country 45,Social,Medium,2.5645261037028058
Country 41,Social,Low,1.6135074887413823
Country 22,Social,Low,4.304226029659402
Country 21,Environmental,Low,3.991941486819107
Country 13,Economic,High,4.192616346523842
Country 34,Economic,Low,1.6284620773513923
Country 29,Environmental,High,2.9828463162921226
Country 34,Regulatory,High,1.4938724292927277
Country 6,Economic,Medium,2.167772334133722
Country 11,Political,Low,2.310881698975792
Country 35,Economic,High,1.5055995649754008
Country 12,Environmental,High,1.8062445405663246
Country 39,Social,Medium,2.377341412552278
Country 8,Regulatory,High,1.180718467638918
Country 49,Regulatory,Low,4.099428677959467
Country 38,Social,High,2.484684780440934
Country 18,Political,Low,1.6244179334597786
Country 38,Economic,Low,2.22583142190187
Country 31,Social,Low,1.464885295674427
Country 9,Political,High,4.296215734733828
Country 22,Environmental,Low,4.6138596346262615
Country 47,Regulatory,Low,1.1239930988509328
Country 22,Social,Low,2.450614460422324
Country 23,Economic,Low,1.9167419594340367
Country 45,Regulatory,Low,3.559755756331435
Country 15,Political,High,1.785807259853891
Country 17,Social,Medium,4.562141168279725
Country 42,Social,Low,3.7366149911889073
Country 4,Social,Medium,2.8603037376884135
Country 46,Environmental,Low,3.7518777778376693
Country 25,Environmental,Medium,3.198428304825574
Country 15,Environmental,High,2.2014954011428354
Country 1,Environmental,Medium,4.730755311313645
Country 30,Environmental,High,4.227973115376344
Country 40,Economic,Medium,2.446331027234121
Country 1,Environmental,High,1.5379934635722607
Country 34,Environmental,Medium,2.2685517998525593
Country 20,Regulatory,Low,4.746755574631326
Country 5,Political,Medium,1.1065887418078848
Country 50,Economic,High,4.9853135935297175
Country 3,Environmental,Low,3.6931514113210135
Country 38,Social,Low,3.2662510477388342
Country 47,Economic,Low,1.015977840803095
Country 22,Political,High,1.3599939686668523
Country 47,Environmental,Medium,1.9577447860410233
Country 31,Social,Medium,1.1208495080064607
Country 8,Economic,Medium,2.5322849252742583
Country 25,Economic,Medium,4.579962144477609
Country 46,Political,Low,3.2529617475678587
Country 43,Economic,High,2.6480394773094584
Country 44,Economic,High,4.333092765278716
Country 10,Social,Low,4.804879396071627
Country 24,Social,Low,1.39824710713313
Country 1,Regulatory,Medium,2.3293623413998557
Country 47,Political,Low,2.21916309710836
Country 20,Social,Medium,3.309595250497446
Country 35,Social,Medium,3.4001688538034203
Country 49,Economic,Medium,4.246097202191065
Country 11,Economic,High,1.9433788579787956
Country 44,Environmental,Medium,3.0354613349951673
Country 2,Social,Medium,1.979668793199635
Country 16,Regulatory,Medium,1.9757186127813027
Country 41,Environmental,Medium,2.8680213855697105
Country 15,Environmental,Medium,3.657221059952032
Country 43,Political,Low,1.5758238020139306
Country 38,Environmental,Low,3.952315757081563
Country 4,Regulatory,Low,2.856469257153395
Country 41,Economic,Low,3.4992944285806042
