Supplier,Region,Component_ID,Lead_Time_Days,Cost_USD,Reliability_Score
Supplier 35,North America,Component_007,50,39007.73094783224,0.7341231212820666
Supplier 1,South America,Component_004,46,24054.947487915582,0.736523629203534
Supplier 26,South America,Component_003,21,30407.532178308564,0.7750199138306179
Supplier 8,Australia,Component_004,33,38274.36607139819,0.9665882339890839
Supplier 21,Australia,Component_012,13,26221.260425993016,0.9892899027914246
Supplier 34,Australia,Component_010,56,40287.92461851322,0.9798378524332194
Supplier 3,Asia,Component_010,44,36050.99953654005,0.810228214382031
Supplier 21,Africa,Component_004,34,36446.20611209921,0.8696560560712667
Supplier 38,Australia,Component_006,40,22374.597822884738,0.7563145900969139
Supplier 40,Australia,Component_006,7,37919.92552231078,0.8250426853762787
Supplier 7,Africa,Component_019,13,22810.041403243944,0.8190087125254895
Supplier 31,Africa,Component_006,37,12484.997700636048,0.8155489439133549
Supplier 26,North America,Component_019,11,35909.948962889175,0.8184542931876727
Supplier 9,Africa,Component_020,18,23444.127581543587,0.8081984868796511
Supplier 45,Europe,Component_020,42,31818.586856626844,0.9816655650844306
Supplier 26,Europe,Component_010,41,17579.68794931251,0.8632943280455088
Supplier 10,North America,Component_014,19,2354.26065021089,0.9910592130881931
Supplier 14,Australia,Component_010,21,44232.95353854064,0.8549838924511542
Supplier 42,Africa,Component_014,17,42329.555684489584,0.8027812208169464
Supplier 32,South America,Component_013,34,1156.6368606668864,0.7264059531774073
Supplier 32,Europe,Component_020,32,48898.34993449376,0.9573481720502466
Supplier 12,Asia,Component_012,34,44637.52409532946,0.7024966090165307
Supplier 3,South America,Component_016,17,24874.446433880268,0.84331426965088
Supplier 49,Australia,Component_006,5,25643.095027929667,0.7523146012117732
Supplier 44,Australia,Component_004,26,16612.07962702978,0.8710347652667549
Supplier 46,Asia,Component_008,59,15042.915013140399,0.7050872862133957
Supplier 34,Australia,Component_005,36,33346.19029123093,0.9851593256227048
Supplier 28,Australia,Component_004,31,13541.99437897939,0.7682049346211974
Supplier 47,North America,Component_006,12,6501.403296319744,0.8498467478600735
Supplier 7,Asia,Component_018,36,40526.43514026255,0.9890073973794118
Supplier 32,Australia,Component_007,21,6471.9370472019245,0.7444035782282176
Supplier 26,Australia,Component_020,11,7103.557115845805,0.7755607767764618
Supplier 28,Europe,Component_001,11,6028.593206772043,0.7922839475249466
Supplier 23,Europe,Component_018,29,25709.829646304544,0.7179251502911158
Supplier 39,South America,Component_005,39,10516.953441506343,0.7059139410498967
Supplier 6,Africa,Component_016,5,42807.647457477666,0.723686939563913
Supplier 8,Europe,Component_007,20,13978.642788766098,0.7915201873164389
Supplier 24,Africa,Component_004,31,45927.67612098327,0.8226493227121088
Supplier 46,Australia,Component_002,18,1091.0314123496285,0.8407135954940226
Supplier 27,Australia,Component_003,9,25597.82391949116,0.8394560742062013
Supplier 44,South America,Component_015,21,3843.150642484811,0.7510604077961961
Supplier 23,Africa,Component_017,13,28836.815514389327,0.8848192499394605
Supplier 47,Africa,Component_005,56,30100.183601853685,0.7105350887091105
Supplier 33,Europe,Component_005,56,8993.749684904877,0.8811013652800139
Supplier 25,Asia,Component_004,19,32697.38997560576,0.9443443450431087
Supplier 41,Asia,Component_001,25,35899.19126994948,0.843628392459572
Supplier 8,North America,Component_020,48,31386.63603248428,0.7462127569580925
Supplier 29,South America,Component_003,26,45776.08443252259,0.833846881584877
Supplier 29,Europe,Component_003,43,15035.610943304297,0.7371109783396493
Supplier 45,South America,Component_008,14,24977.45846377922,0.9664189201644935
Supplier 47,Australia,Component_017,19,15469.054471916776,0.7292799325758066
Supplier 11,North America,Component_016,17,26414.074405084637,0.753934060356418
Supplier 43,North America,Component_014,5,4823.150507648794,0.9830878120428495
Supplier 37,North America,Component_015,57,5159.23519620026,0.7092855349134138
Supplier 48,Africa,Component_006,30,6523.299319859561,0.8133773853303458
Supplier 18,Africa,Component_016,20,43695.740756914216,0.7752436711864975
Supplier 32,Australia,Component_015,27,44920.522903994955,0.8577957636314977
Supplier 27,North America,Component_008,56,28587.072109902518,0.8525035681111819
Supplier 17,Australia,Component_015,36,17870.765896079116,0.9104893902625235
Supplier 16,Asia,Component_010,45,47917.96025544646,0.7385588159908653
Supplier 25,Africa,Component_018,19,44622.76658787086,0.8056838279119254
Supplier 24,Africa,Component_019,21,1327.8279563088172,0.9331114649314685
Supplier 44,South America,Component_016,15,31229.303679783123,0.7582196720124503
Supplier 36,Asia,Component_014,57,40231.95770935028,0.9440672356891561
Supplier 32,Africa,Component_019,36,22508.98550344172,0.8622072374599556
Supplier 26,Asia,Component_003,11,15716.720614323489,0.8420903791793757
Supplier 30,Africa,Component_012,12,45779.462249068536,0.8551757958722248
Supplier 5,Africa,Component_015,16,28725.40336638767,0.7429557208107789
Supplier 50,South America,Component_015,10,41843.836498594515,0.9614168414743562
Supplier 18,Africa,Component_007,50,37929.78381588981,0.8709083142856
Supplier 5,Australia,Component_013,5,4834.353336706364,0.9422131446103613
Supplier 26,North America,Component_003,47,3258.2433777075757,0.9831967634885317
Supplier 24,North America,Component_019,36,11577.190925917097,0.9277288149539608
Supplier 28,Asia,Component_002,19,14863.679636975176,0.8509872102482947
Supplier 47,Europe,Component_011,30,6573.937114838955,0.733475242058019
Supplier 9,South America,Component_011,56,23806.29502145674,0.8811931517833187
Supplier 16,Asia,Component_013,7,22505.42551582049,0.9825130148767004
Supplier 17,Australia,Component_005,30,38953.9065963585,0.8299961023579598
Supplier 32,Asia,Component_009,36,13351.470150462163,0.9299710876751843
Supplier 34,South America,Component_012,8,40276.09679273859,0.9449099740490454
Supplier 35,South America,Component_009,26,23134.352721971743,0.7408064196232039
Supplier 5,North America,Component_018,41,11123.195310690913,0.9383723911875419
Supplier 34,South America,Component_005,9,37460.10697806129,0.9174942074268988
Supplier 22,Africa,Component_001,10,3925.3229912160773,0.9801163127126198
Supplier 6,North America,Component_011,46,37920.0377456239,0.9986005598109244
Supplier 15,South America,Component_005,7,7208.405913513209,0.7402771083493946
Supplier 49,North America,Component_006,15,10056.537533652114,0.8329962130943402
Supplier 23,South America,Component_010,22,46119.3695943518,0.9837888357912179
Supplier 31,South America,Component_013,29,30272.579572098904,0.7531808422934253
Supplier 5,Australia,Component_007,47,46465.14269731509,0.7695651628899058
Supplier 23,Africa,Component_019,5,38250.73136389563,0.8679237804604115
Supplier 47,Australia,Component_016,37,27696.997345433603,0.8386691445172454
Supplier 13,Australia,Component_009,17,27695.039652155658,0.8970282525181732
Supplier 19,Africa,Component_006,35,6710.545774750562,0.7669799519042099
Supplier 7,Australia,Component_002,8,40544.31876531873,0.716060586907815
Supplier 17,South America,Component_003,5,44254.81618909175,0.7554738410745337
Supplier 23,North America,Component_006,56,49597.97050175369,0.7735306337096148
Supplier 5,South America,Component_020,28,14570.593248368434,0.7006279933867079
Supplier 30,Asia,Component_020,13,29518.281112880144,0.932242873653684
Supplier 5,Asia,Component_014,30,28628.554776575955,0.702552572309528
Supplier 17,Asia,Component_017,9,9492.273872003025,0.7935732624133104
Supplier 22,Asia,Component_004,46,27236.88649752443,0.9692722327671954
Supplier 46,South America,Component_003,58,33555.32232677295,0.964883896572054
Supplier 4,Africa,Component_002,33,23850.82483776573,0.7010504386506414
Supplier 9,South America,Component_020,34,6190.448383217515,0.9768531656917776
Supplier 11,North America,Component_009,42,4898.215049019373,0.9257888317056616
Supplier 45,Europe,Component_007,19,6741.244159634318,0.8427293491956481
Supplier 3,Asia,Component_012,28,40525.602318591,0.9968178287428479
Supplier 41,North America,Component_012,29,16447.66094948576,0.8587381727809933
Supplier 10,North America,Component_011,21,22662.618783611313,0.8490572975214119
Supplier 29,Asia,Component_004,14,39245.340042710675,0.9144705309505088
Supplier 33,Asia,Component_010,58,1561.0678590153893,0.7087592237333469
Supplier 26,Australia,Component_017,12,29827.095810850213,0.8731175887624696
Supplier 37,North America,Component_008,49,30916.181108730972,0.9795407721920781
Supplier 33,Asia,Component_010,32,48345.013975975686,0.9195331700812865
Supplier 33,North America,Component_019,59,18862.093626641734,0.9118689407453939
Supplier 17,Africa,Component_013,9,25441.34767268502,0.8427088211425663
Supplier 10,Asia,Component_018,27,14805.198946343902,0.8574376987100173
Supplier 28,Asia,Component_011,12,7897.466561698083,0.9227180577901869
Supplier 35,Australia,Component_012,41,5461.01244908245,0.9884117324525452
Supplier 3,Australia,Component_016,10,10356.019896258367,0.9017395052516262
Supplier 14,Africa,Component_002,5,28253.421280713144,0.7431011802292121
Supplier 24,Australia,Component_018,23,3049.5376136704876,0.7565734127279794
Supplier 41,North America,Component_003,42,5900.850421411051,0.8291357044279948
Supplier 23,Australia,Component_005,46,17070.243515277776,0.8787055394343498
Supplier 18,North America,Component_018,26,7270.272855982689,0.9409664842701856
Supplier 32,North America,Component_008,14,44483.076550083,0.9535828323338209
Supplier 17,North America,Component_007,9,9715.770659119966,0.9072712395460679
Supplier 10,Asia,Component_017,12,27774.450986244636,0.784602411466967
Supplier 11,North America,Component_020,50,23574.42025397144,0.8037139548960377
Supplier 35,Europe,Component_001,14,43246.09767410289,0.7903548118275059
Supplier 12,Africa,Component_018,58,42976.453928547555,0.8131963763719418
Supplier 37,Australia,Component_009,33,34683.22777945305,0.917776206780881
Supplier 49,Australia,Component_020,53,41694.326423600505,0.7748485357318307
Supplier 8,Africa,Component_001,57,37247.42457327276,0.8522097832589557
Supplier 18,South America,Component_007,29,12521.325676946999,0.8356732519430986
Supplier 38,Asia,Component_011,36,29538.240905716553,0.8769651718307327
Supplier 37,South America,Component_008,51,15317.838115937244,0.8349781444989207
Supplier 12,Africa,Component_020,11,8334.823970891508,0.994095804048746
Supplier 32,South America,Component_011,7,42681.75032055534,0.8177997545100901
Supplier 3,South America,Component_010,17,49441.7834677495,0.818488511243438
Supplier 42,South America,Component_017,42,22435.93997664734,0.9949291728309202
Supplier 31,Asia,Component_011,53,31182.695319336275,0.8581358608046598
Supplier 47,Asia,Component_006,21,26039.288920772324,0.9222885847851031
Supplier 7,Australia,Component_008,59,1055.6476783907565,0.7085338227499007
Supplier 40,Europe,Component_017,43,13639.922430976249,0.7941529207886502
Supplier 9,South America,Component_014,32,14136.694260462056,0.943642896211496
Supplier 40,Europe,Component_007,52,9868.575767647335,0.9465356358093886
Supplier 34,Asia,Component_019,25,47345.94324062651,0.7988171210746299
Supplier 22,Asia,Component_018,13,17959.133310047535,0.9654029658432026
Supplier 27,Asia,Component_006,29,26267.558962315146,0.7346740750175352
Supplier 49,North America,Component_014,16,33739.06228594148,0.8429449498960724
Supplier 43,Asia,Component_007,10,18048.137176441924,0.859485618720669
Supplier 24,Asia,Component_008,19,8444.410372615392,0.8450494592117348
Supplier 43,Asia,Component_007,5,2400.1089289705856,0.8850544775962939
Supplier 7,Asia,Component_010,42,22895.574873297373,0.7988489769830744
Supplier 35,Asia,Component_002,34,14017.508386370466,0.8997718716170053
Supplier 23,Africa,Component_002,59,27836.481104138587,0.7859882581662538
Supplier 20,Australia,Component_009,57,9217.515647888462,0.8860215792722554
Supplier 44,Africa,Component_016,51,22358.94056684872,0.9400894664061725
Supplier 3,Asia,Component_015,46,31441.957520468077,0.7110103142442175
Supplier 35,North America,Component_020,7,5509.1292616291585,0.7763338180879559
Supplier 2,Australia,Component_006,22,18345.787745659094,0.8756582294290973
Supplier 17,Asia,Component_009,15,2356.0093612966166,0.9971283676041808
Supplier 37,North America,Component_017,39,14268.716627302761,0.9557295483653427
Supplier 41,South America,Component_002,13,15735.840318587088,0.873784681317079
Supplier 48,South America,Component_020,30,38046.54361557884,0.8389768193797029
Supplier 49,Asia,Component_014,16,28136.7098419792,0.9557433232972808
Supplier 25,Asia,Component_001,17,5243.317724525474,0.9629055992582711
Supplier 8,Africa,Component_008,14,43862.66806212984,0.7195218008448181
Supplier 12,Africa,Component_009,41,10992.523943051903,0.998464558300346
Supplier 15,Europe,Component_013,47,18570.75157050851,0.9696378154814485
Supplier 42,Asia,Component_017,38,6405.741673631579,0.9875543804087172
Supplier 43,Australia,Component_015,40,37523.03240931192,0.8906946521054263
Supplier 24,Australia,Component_005,12,40680.5453977472,0.8362940851644973
Supplier 24,North America,Component_004,30,23263.522440884448,0.8068995764833145
Supplier 47,Australia,Component_018,51,6044.175236863075,0.8362379674138064
Supplier 17,North America,Component_007,27,19725.676824648846,0.8460246379087791
Supplier 43,Africa,Component_018,25,35216.65657609928,0.7470362742233106
Supplier 10,South America,Component_007,40,18336.183077636964,0.7402451690932995
Supplier 34,Asia,Component_011,25,31292.501856841536,0.9074577381488175
Supplier 35,Australia,Component_011,37,42586.87433436324,0.880549579439872
Supplier 10,Europe,Component_001,55,24562.46005909056,0.7139464789970326
Supplier 43,Europe,Component_012,36,35836.36120044007,0.9848639705191452
Supplier 34,Europe,Component_017,34,24425.203853687068,0.7566898951264747
Supplier 41,South America,Component_003,24,13248.377152069586,0.7257176520342757
Supplier 10,Africa,Component_015,40,20971.325729793087,0.9933759308565044
Supplier 9,South America,Component_006,59,49004.9071207967,0.7169809178555923
Supplier 46,Europe,Component_011,5,37961.92871869882,0.9143717703037019
Supplier 9,North America,Component_017,24,49564.63091204604,0.7960791201417223
Supplier 41,South America,Component_013,38,31581.196234070936,0.7863522070164963
Supplier 22,North America,Component_005,49,44151.62116438206,0.9375688640016482
Supplier 35,Asia,Component_010,34,30196.067182484036,0.8597323112732425
Supplier 8,North America,Component_013,21,45707.77395253791,0.8487638867247005
Supplier 39,Europe,Component_017,15,15988.364642847013,0.8924128032795429
Supplier 1,Africa,Component_016,22,1058.3484636959295,0.9589316931937468
Supplier 36,South America,Component_007,14,21070.221340839726,0.7289233093485906
Supplier 48,Europe,Component_013,42,19591.95314251341,0.8256815125125614
Supplier 49,Australia,Component_008,57,1067.199415409198,0.90375303399934
Supplier 45,North America,Component_015,40,29376.02426598744,0.7583584976623097
Supplier 24,Europe,Component_015,8,21587.581194889644,0.784253809788802
Supplier 21,North America,Component_005,5,33880.850484668365,0.744974109845112
Supplier 11,North America,Component_008,24,29895.749662332248,0.8124553142396951
Supplier 32,Asia,Component_006,13,31940.636110269537,0.883810499476121
Supplier 23,Asia,Component_002,54,5647.554774063341,0.9112904974430928
Supplier 9,Australia,Component_009,19,4577.248009102657,0.8307311565605192
Supplier 42,South America,Component_018,43,16321.38235158396,0.9656069871390272
Supplier 45,Africa,Component_020,42,28400.397749644788,0.9940167640042548
Supplier 2,Africa,Component_006,29,22237.1195940591,0.8575330861940244
Supplier 2,Asia,Component_010,33,25237.36112813032,0.9788146851776263
Supplier 47,North America,Component_018,33,49640.905203627044,0.8091040913252274
Supplier 24,Australia,Component_008,45,39361.02447372972,0.9208160950427247
Supplier 3,Australia,Component_020,25,23121.599335682833,0.9890735937343205
Supplier 19,Australia,Component_019,6,2261.752397225647,0.7165447689680139
Supplier 46,Europe,Component_016,15,29610.230184301447,0.8258380951117258
Supplier 1,Australia,Component_012,53,11421.674257200262,0.7063707652043836
Supplier 49,Australia,Component_009,51,30256.19888647475,0.9361963421611057
Supplier 45,Africa,Component_007,54,47824.220778083894,0.827781981638796
Supplier 2,South America,Component_010,56,46012.73974511756,0.9343706012401316
Supplier 3,North America,Component_011,10,8631.981293151523,0.9898304837754951
Supplier 29,Europe,Component_020,6,3904.4662695415263,0.7467635169247209
Supplier 29,Asia,Component_018,57,36649.805368779045,0.9004377564641669
Supplier 18,Australia,Component_007,53,47656.93823297442,0.9036068275713713
Supplier 13,Asia,Component_002,9,20387.622054172156,0.8906548901991607
Supplier 40,Europe,Component_003,5,11671.892742493048,0.7999110220364888
Supplier 9,North America,Component_017,27,27294.405407455815,0.7702382357379296
Supplier 3,Africa,Component_008,55,47050.29691698054,0.951897134564496
Supplier 48,Australia,Component_016,12,5045.022123427662,0.9665282362589975
Supplier 48,Australia,Component_012,39,45577.98010393242,0.8723940823235541
Supplier 28,North America,Component_014,8,6439.425337738134,0.9488331926702269
Supplier 21,Africa,Component_011,38,23748.987371486386,0.8444033262557261
Supplier 1,Europe,Component_009,54,28844.640756320798,0.7562849840607313
Supplier 20,Europe,Component_006,23,26370.265456928584,0.7160183025209054
Supplier 22,South America,Component_011,32,45842.04705067898,0.7451651885974149
Supplier 46,Asia,Component_013,27,37724.374034247325,0.8956458226154369
Supplier 12,Europe,Component_004,6,26273.05044670559,0.9660966751042651
Supplier 18,Asia,Component_020,50,13717.020300168082,0.9835832104549476
Supplier 33,Europe,Component_005,26,4704.167279697511,0.9276332340720641
Supplier 9,North America,Component_010,40,13551.019951292763,0.9582341446234622
Supplier 44,South America,Component_010,5,7132.238519634645,0.7898943847475011
Supplier 31,Europe,Component_006,21,22209.423864574204,0.718773033505548
Supplier 2,South America,Component_020,50,31410.547453072915,0.8953603760509143
Supplier 8,South America,Component_014,6,27930.616030584326,0.8072396781144324
Supplier 46,Africa,Component_018,51,29434.14224412332,0.8414549517654589
Supplier 38,Africa,Component_007,59,26061.73245885125,0.7181756305060815
Supplier 4,Australia,Component_008,25,3638.288875747676,0.8427800559793501
Supplier 1,Africa,Component_001,23,24902.629251956914,0.8257390233905653
Supplier 29,South America,Component_014,11,8986.41476843086,0.9998440191093394
Supplier 25,South America,Component_017,21,43311.410978557535,0.8026214935444669
Supplier 7,Africa,Component_004,27,4139.1263712869095,0.8646183088070203
Supplier 39,Africa,Component_004,23,42364.96597287555,0.930770209542216
Supplier 35,Africa,Component_007,33,4656.449583510119,0.8290077337995305
Supplier 35,North America,Component_011,24,17335.147210226678,0.919236655291715
Supplier 22,South America,Component_008,27,18894.56452882567,0.9418695259207042
Supplier 25,Australia,Component_007,48,44075.89756967484,0.9693865931998791
Supplier 49,North America,Component_020,41,38961.09751882577,0.7290283937655592
Supplier 30,South America,Component_007,34,23209.034545809194,0.9218861177185825
Supplier 43,Australia,Component_011,12,44600.662331404325,0.7832078410999127
Supplier 12,North America,Component_020,33,12962.333978480401,0.9626865818631519
Supplier 30,Australia,Component_002,33,4292.4113593609845,0.8000096648535031
Supplier 28,Australia,Component_005,22,14280.140524876268,0.9211384147501205
Supplier 17,Africa,Component_015,19,9686.550422551785,0.8009086222151075
Supplier 26,Asia,Component_007,40,34495.98856506611,0.7943737729112961
Supplier 4,North America,Component_015,25,4457.3691963307865,0.8811098904188777
Supplier 2,Africa,Component_002,38,3460.032624569957,0.8213411286077292
Supplier 22,Asia,Component_007,58,4737.494543565614,0.826828459670608
Supplier 36,Asia,Component_019,50,41573.34604933181,0.7933369610457184
Supplier 26,South America,Component_016,24,42311.52929186379,0.8038977972265455
Supplier 20,Africa,Component_009,37,44596.515790779406,0.8350558273742654
Supplier 7,Asia,Component_017,41,9133.375593061432,0.7200033454747351
Supplier 15,Africa,Component_011,47,38634.29185038825,0.9910014143663303
Supplier 12,Europe,Component_014,16,31399.86790062267,0.7628451634507216
Supplier 43,Africa,Component_020,55,16047.85837510536,0.9498384007934552
Supplier 20,Asia,Component_013,56,37005.82026829544,0.883441105495802
Supplier 45,North America,Component_011,9,1734.4856486863969,0.7650485496623985
Supplier 44,North America,Component_015,55,14441.457328721748,0.9348971172879443
Supplier 30,Africa,Component_001,15,26858.86654049032,0.7296496915236667
Supplier 37,South America,Component_016,59,19839.66188630175,0.82632527277266
Supplier 37,Australia,Component_013,43,30767.08733140354,0.7835356005012759
Supplier 50,Africa,Component_013,50,16343.518554348919,0.7383906840535975
Supplier 40,Africa,Component_005,31,2436.3644402359078,0.9690291966235149
Supplier 18,South America,Component_018,9,43955.23312827543,0.8818283589797848
Supplier 38,Asia,Component_011,46,2828.118119821288,0.789633597085613
Supplier 37,Australia,Component_017,33,27487.98923996587,0.7593339726995362
Supplier 9,Australia,Component_019,29,23891.20572444337,0.8784268081771777
Supplier 14,Europe,Component_004,57,2312.888318027979,0.7293385802213079
Supplier 15,Europe,Component_011,47,34967.209542078395,0.9022570018705712
Supplier 8,Europe,Component_013,50,2290.4528443785384,0.743924203697653
Supplier 45,Australia,Component_019,43,17203.133458136967,0.9941508028671686
Supplier 39,Australia,Component_012,44,13026.493731214272,0.8601974246397968
Supplier 16,Europe,Component_008,40,14177.518775751234,0.7827048674240861
Supplier 30,North America,Component_007,38,35322.54430057419,0.9095334850286324
Supplier 31,Australia,Component_006,33,17104.05166019919,0.9414658413746861
Supplier 10,Asia,Component_004,44,39058.279075200655,0.7045172484511226
Supplier 29,Europe,Component_010,51,43427.66822752764,0.9580806986948058
Supplier 31,Europe,Component_018,15,37800.68007813253,0.9725595606178999
Supplier 23,North America,Component_003,56,5019.587379135398,0.834327625647575
Supplier 16,Europe,Component_009,26,46954.925466089444,0.7157939427444068
Supplier 46,Asia,Component_017,54,48180.16500926222,0.8076226455483216
Supplier 17,Africa,Component_012,21,15833.773587881202,0.8675004569987358
Supplier 30,Africa,Component_005,6,43615.7478493828,0.9176133063009366
Supplier 33,Africa,Component_014,29,28488.438095417136,0.9266610064460973
Supplier 48,Europe,Component_012,46,31662.82135818723,0.8134946224448566
Supplier 46,South America,Component_014,16,44368.481007187744,0.8158865474466759
Supplier 14,South America,Component_004,33,2171.228729989997,0.7255949002013692
Supplier 40,North America,Component_009,9,9124.701595804247,0.9754013039043197
Supplier 24,Europe,Component_016,45,24202.78648113807,0.8407057525895238
Supplier 24,Asia,Component_011,14,44818.938720882186,0.7773648650970908
Supplier 7,Asia,Component_017,9,19083.139061850947,0.8353251223623479
Supplier 30,Europe,Component_020,23,37688.920997210684,0.8622236982199895
Supplier 37,Australia,Component_011,21,45489.537621018244,0.757967544044111
Supplier 32,Europe,Component_014,13,4436.1287503961985,0.9322433919669442
Supplier 13,Europe,Component_008,35,40958.12914483691,0.7582561742072065
Supplier 25,Europe,Component_004,17,31434.23829639466,0.890408556661503
Supplier 47,South America,Component_007,54,8476.874780523773,0.7433042014180389
Supplier 48,Africa,Component_015,35,16931.880556376593,0.7607449517721445
Supplier 10,Asia,Component_002,12,2034.3953363774656,0.880834772384632
Supplier 48,Australia,Component_003,31,46135.523577987755,0.7165634111470014
Supplier 30,North America,Component_005,29,46409.22732502909,0.8942981120001228
Supplier 32,Asia,Component_010,20,16020.758267776428,0.7596171753623682
Supplier 2,Africa,Component_012,44,6810.293977179825,0.8523658044967611
Supplier 27,South America,Component_002,49,48036.065519736025,0.9236016554123055
Supplier 20,South America,Component_009,9,20158.24412879951,0.9540650061684935
Supplier 50,Australia,Component_003,56,38092.59005927178,0.9468797066425811
Supplier 3,Europe,Component_003,55,40031.73184053711,0.847199183234568
Supplier 39,Asia,Component_005,28,33057.299252698096,0.7983899366405347
Supplier 9,North America,Component_013,34,38041.48605316332,0.9592812465443143
Supplier 3,North America,Component_011,33,48015.143851706845,0.8757851620703752
Supplier 11,South America,Component_016,14,21799.178419181604,0.7866957827987983
Supplier 29,Asia,Component_003,33,24800.80865690788,0.8298038187650836
Supplier 45,Africa,Component_011,47,3783.736539182159,0.8236260517404514
Supplier 8,Africa,Component_006,26,23891.870679947653,0.8283466861811958
Supplier 2,Europe,Component_017,23,46558.557807375655,0.9612463365495345
Supplier 34,South America,Component_019,42,32211.99432834218,0.9641839776424408
Supplier 31,Asia,Component_008,37,34244.67691723945,0.9782830725347613
Supplier 14,South America,Component_020,49,2976.2873248925716,0.9899669538515211
Supplier 18,South America,Component_010,26,4307.990980269495,0.900777972992693
Supplier 8,Europe,Component_008,46,31106.74585875188,0.9619756968321702
Supplier 37,Asia,Component_011,48,1003.5917512597016,0.8813335322083019
Supplier 46,Africa,Component_006,43,33427.89960782789,0.8843482340906252
Supplier 26,North America,Component_017,22,12620.826942220594,0.7014475031833652
Supplier 13,South America,Component_020,40,39344.86745335681,0.7311092614600762
Supplier 48,Africa,Component_018,5,34782.41516909562,0.9432810264100093
Supplier 49,North America,Component_010,43,46862.94371766014,0.766007221339426
Supplier 7,Asia,Component_019,12,49017.71767773857,0.8293581802360672
Supplier 3,Asia,Component_004,29,34813.43177126875,0.7747589301906197
Supplier 38,Australia,Component_009,22,17221.922750202575,0.7576545323265148
Supplier 11,Africa,Component_012,45,30718.935855736225,0.9338670842281949
Supplier 8,Australia,Component_011,25,33506.63412078301,0.8347593747577189
Supplier 16,South America,Component_018,49,35041.78515827117,0.9501378663674536
Supplier 27,Asia,Component_005,27,34191.3871554608,0.8964019702785629
Supplier 34,Australia,Component_002,38,4462.9272177806115,0.9061316840765651
Supplier 43,Europe,Component_011,21,46116.669036371,0.7894528464341839
Supplier 32,Africa,Component_015,10,7150.792140503214,0.9842562467145166
Supplier 41,North America,Component_020,53,30358.03442409117,0.7814818588016271
Supplier 50,North America,Component_007,25,31502.785310527855,0.857814637013307
Supplier 30,Europe,Component_008,48,33114.93328023948,0.9269518561511686
Supplier 12,Africa,Component_014,46,13069.193010210649,0.8471319417256756
Supplier 46,Africa,Component_008,53,19709.391356795408,0.7955509664969765
Supplier 22,South America,Component_002,49,7404.345766968801,0.882691771956134
Supplier 27,South America,Component_001,31,3819.7349079795354,0.7738782419914261
Supplier 27,North America,Component_001,28,38119.42813062096,0.7371573724952979
Supplier 6,Australia,Component_015,22,47834.42544010679,0.7529666246980105
Supplier 32,Europe,Component_016,54,46165.570158269446,0.9382562444684053
Supplier 2,Australia,Component_002,51,18845.675341937105,0.9478811574275835
Supplier 11,Africa,Component_014,9,7172.498381113829,0.9425936391105831
Supplier 14,Europe,Component_005,39,7597.4145891007065,0.858168426137873
Supplier 19,Australia,Component_020,56,11420.251484526669,0.9829298428465766
Supplier 39,Africa,Component_018,23,33528.018154786274,0.713818894678488
Supplier 12,South America,Component_001,19,35865.79422106103,0.7896481339579955
Supplier 47,Australia,Component_006,16,38466.67567645721,0.8841421715278085
Supplier 33,Europe,Component_018,49,4850.504730655362,0.9600245881694123
Supplier 29,Asia,Component_019,32,11108.104650515113,0.7240648374582995
Supplier 19,South America,Component_007,20,33040.116907521486,0.7256074261395608
Supplier 48,South America,Component_009,5,31797.428679474215,0.918740444836265
Supplier 27,Australia,Component_014,42,26041.5526226322,0.8925065265714303
Supplier 3,Europe,Component_015,8,37413.28749134154,0.9047233604338516
Supplier 9,Africa,Component_014,11,2683.4051148578096,0.7773014778496034
Supplier 9,Africa,Component_018,6,7915.320651360328,0.9479243134058094
Supplier 50,North America,Component_006,59,19330.00612925322,0.8891208072768773
Supplier 18,Asia,Component_011,48,29400.617117881306,0.9649999301545897
Supplier 5,Europe,Component_012,29,19412.05744946616,0.8592901994841942
Supplier 6,North America,Component_014,56,42944.23654283039,0.872195973931223
Supplier 11,Europe,Component_004,10,41700.24377393989,0.7187795224759826
Supplier 18,Europe,Component_018,58,7203.24551836529,0.827383573318548
Supplier 50,Australia,Component_007,39,38293.18315683627,0.7944510870494702
Supplier 36,North America,Component_008,32,46074.20826232135,0.8159327420936779
Supplier 42,Australia,Component_014,11,48125.32468380745,0.897814294966784
Supplier 30,South America,Component_008,30,46438.06665895739,0.9678963424968867
Supplier 24,South America,Component_008,28,41980.8501625486,0.8118963489967793
Supplier 40,Africa,Component_008,19,10090.444142378297,0.8636590472361168
Supplier 3,Africa,Component_004,59,15883.438321052932,0.7999100786883055
Supplier 7,South America,Component_015,59,44239.4520818401,0.955123037276272
Supplier 7,North America,Component_011,17,3018.918958717473,0.8068362790092061
Supplier 9,Asia,Component_019,26,20013.74892350935,0.9425425807575455
Supplier 31,North America,Component_010,27,23669.189208510077,0.9711934887077484
Supplier 21,Europe,Component_014,22,35165.22906639758,0.7479888689480838
Supplier 26,North America,Component_010,51,29186.503148559514,0.8894720344911154
Supplier 11,North America,Component_002,47,18527.632529676768,0.8358605250210023
Supplier 24,South America,Component_004,43,9721.203216880054,0.816385111123265
Supplier 7,South America,Component_016,47,47216.59573630676,0.9750708089566901
Supplier 43,South America,Component_020,31,40908.05962047387,0.9020528225044799
Supplier 6,Africa,Component_012,55,16672.523643934037,0.8429712415592723
