Date,Region,Historical_Sales,Predicted_Sales,Market_Trend
2023-07-03 11:52:00,Asia,28111,28743,Stable
2022-04-01 20:04:02,Australia,7145,7830,Declining
2022-01-04 06:01:35,Asia,33298,34829,Stable
2022-03-14 12:55:13,Africa,19168,21458,Growing
2022-12-29 08:46:56,North America,17283,20196,Stable
2022-12-02 05:01:14,Africa,5187,6136,Growing
2022-08-14 10:44:22,Africa,27175,29168,Declining
2023-09-23 10:53:15,Australia,19699,18075,Growing
2022-05-09 00:31:53,North America,11447,13014,Stable
2022-02-10 16:29:57,South America,30906,32541,Declining
2023-02-23 01:51:46,Asia,26168,29877,Growing
2022-12-26 20:03:53,Africa,18010,20266,Declining
2023-03-11 22:07:45,Europe,32172,30432,Stable
2023-11-10 18:38:26,South America,18918,21457,Growing
2023-07-24 09:57:01,South America,3386,3453,Growing
2023-09-01 21:06:13,Australia,9487,11227,Growing
2022-11-09 11:15:09,North America,38495,43126,Growing
2023-01-13 18:03:55,Australia,36582,38882,Growing
2023-12-21 18:13:48,Africa,32987,32671,Growing
2022-06-03 09:38:02,Europe,31106,36172,Declining
2023-03-26 03:05:02,Asia,10462,11141,Stable
2023-01-16 20:28:05,Europe,7153,7914,Stable
2023-05-23 12:11:10,Asia,4131,3791,Growing
2023-11-08 11:27:40,North America,14323,14092,Growing
2023-06-20 20:47:12,Europe,2802,3067,Stable
2022-04-01 22:57:00,Europe,10631,10884,Stable
2022-01-30 14:48:18,Europe,23728,24283,Declining
2023-11-11 05:36:10,Africa,12033,11765,Declining
2022-10-31 02:17:41,Europe,15939,18006,Stable
2023-10-24 21:57:58,South America,17084,17988,Growing
2023-08-29 02:09:53,Africa,3121,3573,Declining
2022-12-17 23:12:20,South America,28834,32419,Growing
2023-05-18 05:06:38,Europe,48725,52008,Declining
2022-10-09 20:36:52,Europe,21600,23501,Declining
2022-11-03 20:54:36,Australia,11903,10801,Growing
2022-01-15 05:03:23,South America,23257,22026,Stable
2023-05-31 11:53:46,Africa,20642,21127,Growing
2023-03-18 19:04:32,Africa,27373,28489,Stable
2023-01-12 19:01:55,Africa,47261,50168,Stable
2022-03-15 09:27:46,South America,13817,16157,Growing
2023-07-04 01:07:40,North America,14556,15774,Declining
2022-04-30 11:36:54,Australia,45300,45323,Stable
2023-01-15 13:06:33,Africa,2879,2903,Stable
2023-07-31 20:27:45,South America,26614,29864,Stable
2022-08-18 05:42:27,Asia,38882,44179,Stable
2023-03-04 03:34:20,Europe,17568,20652,Growing
2023-01-02 10:59:31,North America,17627,17190,Stable
2023-02-20 15:02:45,Australia,35221,41674,Declining
2022-02-28 11:55:17,Africa,45008,50211,Growing
2023-06-09 01:11:26,South America,40411,37793,Stable
2023-03-20 22:38:28,Asia,1743,2060,Declining
2023-07-01 08:17:11,Australia,13299,14114,Growing
2022-06-24 07:19:12,North America,37724,39912,Stable
2022-06-26 19:15:04,Europe,38978,37439,Declining
2022-09-09 15:51:41,Asia,23534,27775,Growing
2023-11-24 20:34:09,South America,45355,44630,Growing
2022-09-21 08:35:15,South America,9529,11285,Growing
2023-03-30 23:54:48,Europe,18189,20669,Stable
2022-06-29 17:43:02,Australia,31911,29592,Stable
2022-06-25 06:07:19,North America,37598,35059,Growing
2023-09-20 17:43:21,Asia,16214,18474,Declining
2022-01-21 05:53:43,Asia,8473,9565,Declining
2023-09-29 13:04:59,North America,36997,33732,Stable
2023-04-15 07:53:37,Africa,34837,32488,Declining
2023-05-10 00:43:02,Europe,16794,18779,Stable
2023-01-26 06:00:33,Asia,42269,49584,Declining
2023-10-01 01:24:08,Asia,28312,27062,Stable
2022-02-15 15:01:16,Europe,49720,57282,Declining
2022-08-19 15:00:00,North America,2232,2256,Stable
2023-05-31 13:32:52,Africa,13620,12774,Stable
2022-02-24 15:30:16,Asia,21060,21992,Growing
2022-09-23 09:48:21,South America,20288,22852,Declining
2022-05-14 22:35:46,Africa,4830,4856,Stable
2023-03-14 16:04:44,Africa,49203,51718,Declining
2022-11-21 20:37:25,North America,2964,2690,Growing
2023-11-23 15:11:45,Africa,39687,44111,Stable
2023-07-09 12:09:36,Africa,32228,31079,Declining
2023-11-11 19:23:14,Africa,14697,13431,Declining
2022-10-10 11:30:17,Europe,33112,37988,Declining
2023-10-22 22:23:49,Europe,30292,29263,Declining
2022-12-24 14:27:33,Africa,46833,52348,Declining
2022-10-12 01:15:21,Africa,9037,10525,Declining
2022-09-24 04:37:44,Asia,26582,24461,Declining
2022-01-30 11:46:59,Europe,6718,6982,Declining
2022-01-06 09:07:46,Asia,29139,30175,Declining
2023-08-20 20:07:53,Europe,19878,19885,Stable
2022-09-04 08:37:20,South America,18134,20730,Stable
2023-09-22 18:33:18,Europe,9682,9411,Stable
2023-05-03 01:52:08,North America,22574,21138,Growing
2023-04-12 22:20:07,North America,41938,47106,Declining
2023-07-27 08:17:36,North America,30746,32467,Growing
2023-10-23 10:24:28,Asia,7720,8063,Declining
2023-02-23 20:00:02,South America,30636,29039,Growing
2022-11-21 19:19:09,North America,21470,25052,Growing
2022-08-29 16:43:24,Africa,32361,30950,Stable
2023-07-21 08:18:45,Africa,35017,33598,Declining
2022-06-03 07:05:05,Africa,33436,33695,Growing
2022-01-14 08:37:37,Africa,36015,42548,Declining
2022-03-13 12:25:07,Asia,33724,35481,Growing
2022-01-01 23:21:19,Australia,27489,25670,Stable
2022-11-22 06:41:27,Europe,13254,13176,Stable
2023-02-01 23:08:14,Africa,16562,18274,Declining
2022-07-27 16:52:48,North America,47673,44756,Growing
2023-03-03 00:40:07,Asia,31115,35981,Stable
2023-08-03 21:56:34,South America,6296,6884,Growing
2022-12-20 13:18:30,Australia,2663,2484,Stable
2022-05-17 14:12:57,Asia,47440,50524,Growing
2022-09-07 14:26:19,Australia,11086,10666,Stable
2023-02-01 18:16:50,North America,32416,30626,Growing
2023-11-24 00:52:34,North America,14233,16612,Growing
2023-11-12 13:49:10,North America,2868,3363,Stable
2022-09-08 01:52:48,Africa,46606,53868,Growing
2022-11-05 01:36:21,Europe,13976,16602,Declining
2023-02-14 05:51:25,North America,4810,4713,Declining
2023-11-12 00:55:16,South America,29139,27467,Stable
2022-03-18 19:09:22,Australia,24528,28023,Stable
2022-11-08 07:11:22,Asia,22867,26548,Declining
2022-08-23 21:57:17,North America,41016,46703,Stable
2023-03-04 18:07:27,Asia,42721,46102,Declining
2023-01-13 21:15:29,South America,17119,16712,Declining
2023-09-17 01:44:59,Australia,28576,30403,Declining
2022-12-06 09:15:37,North America,18772,19396,Stable
2022-03-19 07:02:40,Europe,5338,5590,Declining
2022-05-04 18:57:22,Africa,46951,45951,Growing
2023-12-30 07:05:58,North America,2018,2151,Declining
2022-11-25 20:34:05,North America,43070,45247,Growing
2023-03-27 13:13:49,Asia,48059,44285,Stable
2023-09-13 21:52:57,Europe,16811,16519,Declining
2023-10-29 10:53:18,Asia,33725,39100,Declining
2023-09-01 14:42:32,Asia,47805,50620,Stable
2022-11-28 07:12:48,Australia,44285,39905,Stable
2023-02-27 20:45:30,Europe,39632,41564,Stable
2022-11-03 09:48:24,Europe,36807,35484,Growing
2023-01-10 08:11:07,North America,33246,31938,Declining
2022-09-19 05:21:54,South America,43011,40987,Stable
2023-10-27 16:03:27,Europe,34025,37835,Declining
2023-02-23 14:31:29,Africa,26283,30298,Stable
2022-11-20 17:22:41,South America,17680,20349,Declining
2023-11-11 10:24:46,Africa,48446,50677,Stable
2022-08-24 23:22:33,Africa,46281,44007,Growing
2023-02-10 09:27:41,North America,9549,9682,Stable
2023-04-28 08:09:20,Asia,29756,32528,Declining
2022-04-03 19:16:15,Australia,29610,32619,Declining
2023-06-05 03:09:23,Asia,34361,34241,Growing
2022-12-03 17:49:03,Europe,22141,20710,Stable
2023-04-24 20:11:25,Australia,24075,26877,Declining
2023-04-27 06:04:19,Asia,3750,4451,Stable
2023-03-23 16:53:44,Australia,27710,28220,Declining
2023-07-20 23:08:22,Asia,38320,41242,Declining
2022-04-26 18:39:35,Africa,42801,38823,Stable
2022-01-09 12:17:43,Asia,2680,3097,Growing
2023-10-14 11:02:36,North America,47255,50698,Growing
2022-02-14 05:30:18,North America,18516,19108,Declining
2023-10-20 10:44:15,Africa,28018,31749,Stable
2023-07-18 13:16:01,South America,17872,18392,Growing
2023-05-28 03:40:31,Africa,31160,35335,Stable
2023-11-12 18:44:00,Australia,48730,52632,Declining
2022-04-29 18:45:06,Africa,42193,48832,Stable
2022-12-11 22:52:33,Africa,45624,47180,Growing
2022-01-30 01:13:09,North America,32787,29532,Growing
2022-05-17 15:56:16,South America,20779,24425,Declining
2023-07-17 08:34:40,Asia,44997,45044,Declining
2022-10-18 05:55:37,Africa,2023,1961,Stable
2023-11-21 15:54:21,Australia,41371,47491,Stable
2023-12-14 17:45:21,Europe,30092,29256,Declining
2023-07-03 05:27:40,Australia,30987,36887,Stable
2022-10-25 21:32:22,Europe,23085,23431,Declining
2022-02-03 02:45:23,Africa,21988,21948,Stable
2022-02-15 22:10:20,North America,2725,3177,Growing
2023-02-09 17:07:24,Asia,17819,17625,Stable
2023-09-29 04:55:24,Asia,44831,49415,Stable
2022-01-12 18:02:17,Asia,25290,24126,Declining
2023-10-01 18:41:52,Australia,43474,44743,Declining
2023-03-13 00:16:39,South America,7791,8393,Growing
2023-01-01 08:03:31,South America,4609,5305,Declining
2022-04-04 08:38:06,North America,30527,28956,Stable
2023-11-29 17:23:18,Australia,29653,32757,Declining
2023-07-26 21:23:53,Australia,6104,6390,Declining
2023-04-22 16:58:07,Australia,33480,38055,Growing
2023-04-18 05:47:39,Asia,1824,2045,Declining
2023-06-09 21:30:27,Africa,28518,30830,Declining
2022-01-21 05:28:05,Asia,42391,41335,Stable
2023-12-20 15:57:02,Australia,37009,35820,Declining
2023-07-15 09:45:51,Africa,29678,30421,Growing
2023-02-04 12:26:29,South America,16321,18252,Stable
2022-09-24 23:13:38,South America,4648,4287,Declining
2022-02-01 07:13:32,North America,1250,1221,Growing
2023-05-31 04:20:34,Europe,2872,3053,Stable
2023-10-15 10:26:31,North America,24636,25117,Stable
2023-04-30 09:53:03,North America,35263,31807,Growing
2023-02-17 11:53:30,South America,31430,31409,Stable
2022-03-25 18:41:37,North America,21601,25683,Stable
2022-07-23 00:57:59,Europe,4718,4277,Declining
2023-01-01 12:35:21,North America,26518,25780,Declining
2022-01-05 05:36:48,Europe,34259,34054,Growing
2023-11-15 08:51:13,North America,30142,29346,Growing
2022-04-02 03:26:15,Asia,24335,22761,Stable
2022-08-18 15:46:43,Europe,41342,40912,Declining
2022-02-25 17:15:07,Africa,41530,48735,Growing
2022-01-17 09:59:41,Europe,49048,48408,Declining
2022-08-26 15:29:05,South America,43700,45819,Stable
2023-01-03 14:56:21,Australia,20089,19595,Declining
2023-04-17 16:20:57,Africa,27145,26853,Declining
2023-05-15 10:06:30,North America,33714,39629,Growing
2022-03-31 03:45:40,Australia,10626,9880,Declining
2022-06-09 22:26:39,Australia,42893,47304,Stable
2022-11-07 14:31:22,South America,5242,4752,Stable
2023-12-03 14:11:31,Europe,47604,56080,Growing
2022-01-26 23:34:07,South America,4777,5634,Declining
2022-08-12 16:44:46,Europe,44133,50466,Declining
2023-01-07 09:28:10,Asia,12571,12757,Declining
2023-09-19 20:07:57,Europe,18521,22139,Growing
2023-01-14 19:53:33,North America,6450,7328,Stable
2022-09-25 16:51:35,Africa,13315,15085,Declining
2022-07-15 09:57:27,Australia,41198,42985,Growing
2022-09-10 06:54:40,Australia,11233,11577,Stable
2022-11-16 20:15:44,North America,41138,38254,Growing
2023-11-02 23:05:50,Australia,9627,9047,Stable
2022-12-15 15:03:13,Asia,2167,2271,Growing
2023-08-28 04:15:37,Europe,17570,19279,Stable
2023-07-15 03:16:19,Europe,17713,21227,Stable
2022-12-03 01:07:58,Australia,14125,13925,Stable
2022-07-14 01:33:44,Africa,19381,18049,Declining
2023-08-03 19:06:26,Europe,30532,32317,Stable
2023-12-07 13:37:03,Asia,21398,23693,Stable
2023-03-03 22:42:02,Europe,30998,29718,Stable
2023-07-14 04:57:47,Africa,16865,15284,Stable
2023-01-27 11:12:01,Europe,10141,10098,Declining
2023-04-27 22:58:13,North America,5020,5334,Growing
2023-08-13 16:51:03,North America,11191,12771,Growing
2022-09-26 00:18:33,Australia,16772,18325,Stable
2023-08-18 21:14:48,Europe,4337,5172,Stable
2023-07-14 07:15:57,Africa,12229,11169,Stable
2022-08-26 14:06:48,South America,40689,46834,Stable
2023-09-08 00:10:40,Australia,40164,38683,Declining
2022-10-06 04:23:25,Asia,4739,5377,Declining
2022-09-16 21:57:24,Australia,13896,13791,Declining
2022-01-13 11:52:06,Australia,44916,43471,Stable
2023-07-07 01:39:50,Asia,17739,18667,Stable
2022-03-09 16:37:53,Europe,45506,53153,Growing
2022-04-19 12:04:49,North America,40201,43501,Declining
2023-03-04 06:53:56,South America,16711,17562,Growing
2022-09-11 16:06:16,South America,47555,49978,Stable
2022-11-05 23:06:11,North America,25817,28474,Declining
2023-11-02 12:05:22,North America,9593,11472,Declining
2022-09-07 23:41:33,Australia,9165,9973,Declining
2023-03-18 06:46:57,North America,13651,14139,Stable
2023-05-12 17:35:48,Europe,14751,16235,Growing
2023-01-15 03:48:17,South America,8505,8036,Declining
2023-08-18 01:42:55,Asia,38085,37120,Stable
2022-10-27 14:03:27,North America,8385,8744,Growing
2023-11-01 21:52:40,North America,47283,53436,Stable
2023-02-15 16:15:52,Europe,34438,34659,Stable
2023-07-13 17:30:01,Asia,31771,30145,Stable
2023-05-23 20:44:00,Europe,2460,2439,Stable
2023-03-23 14:43:31,North America,24425,28726,Growing
2023-02-04 21:59:52,Australia,22325,21521,Declining
2023-04-21 06:28:25,Africa,42161,47325,Declining
2023-01-14 16:23:03,Australia,34393,39362,Declining
2023-10-29 04:45:02,Europe,2059,2441,Declining
2023-05-02 04:53:33,Europe,2923,2976,Declining
2023-12-13 21:38:59,North America,30448,33745,Growing
2022-03-07 17:03:16,North America,40844,41961,Growing
2023-12-07 14:18:55,North America,4241,4607,Declining
2023-01-20 05:46:24,Europe,28358,28285,Growing
2023-01-16 08:53:50,Australia,44210,47942,Growing
2022-07-31 04:05:05,Africa,35977,33939,Declining
2023-03-16 21:03:20,Europe,6784,7104,Growing
2023-06-26 22:22:02,Australia,8508,9976,Stable
2023-12-05 09:16:26,Europe,49205,55352,Stable
2023-05-19 12:55:20,Australia,48057,51684,Growing
2022-08-31 13:10:45,North America,38895,44850,Stable
2022-11-17 01:15:03,South America,29853,32510,Stable
2023-02-01 10:25:34,South America,33007,35331,Growing
2023-01-16 01:31:05,Australia,30518,30309,Stable
2023-01-01 11:00:48,Europe,29111,26685,Declining
2022-02-24 17:21:00,South America,6143,5687,Declining
2022-11-02 07:24:11,Australia,33597,37578,Declining
2022-06-19 01:38:56,North America,45682,46824,Declining
2022-02-17 18:21:16,North America,11500,13164,Growing
2023-01-05 02:18:46,Africa,22004,25504,Declining
2023-10-10 13:03:35,Australia,5763,5906,Growing
2023-08-12 01:35:55,North America,18021,18780,Declining
2023-05-21 07:13:43,Australia,21427,22082,Growing
2022-11-01 02:30:51,Africa,5592,6118,Declining
2023-05-11 06:14:12,Australia,1817,1916,Stable
2023-06-09 15:16:33,Europe,12878,14297,Growing
2022-03-27 03:58:06,North America,2863,2599,Declining
2023-09-15 12:23:34,Africa,18084,19960,Stable
2022-09-08 06:29:41,Africa,38397,45235,Declining
2023-01-30 15:04:54,Australia,47534,47211,Growing
2022-03-08 14:14:47,North America,5579,5183,Declining
2023-04-11 10:49:31,South America,23070,26228,Stable
2023-03-12 23:13:01,Asia,9232,8809,Declining
2022-07-24 22:46:12,North America,32591,38345,Growing
2022-09-26 11:33:23,Europe,17421,19117,Growing
2022-09-16 00:22:19,Asia,49899,45263,Stable
2022-05-05 07:24:10,Asia,31214,29799,Declining
2022-09-16 19:45:01,Asia,37996,43680,Stable
2022-04-01 04:47:17,Australia,40486,41882,Growing
2023-05-10 23:44:31,Asia,23122,22984,Growing
2023-11-11 05:39:58,Africa,1968,2269,Growing
2022-05-17 01:39:10,North America,26674,31045,Growing
2023-04-10 06:04:09,South America,48147,52342,Declining
2023-07-25 16:51:28,North America,47663,45632,Growing
2022-03-22 16:46:08,Asia,49094,58793,Stable
2023-03-28 03:23:47,South America,29364,31421,Stable
2023-09-03 13:05:46,Asia,4642,4751,Stable
2023-06-13 22:59:23,South America,36699,33339,Declining
2023-03-13 17:35:16,Australia,26856,25262,Declining
2022-07-28 10:50:12,Australia,42238,43189,Growing
2022-01-29 19:06:28,Europe,24663,24967,Declining
2022-08-18 00:55:29,North America,38164,42925,Declining
2022-10-06 23:09:04,South America,43527,45710,Growing
2022-03-04 11:17:05,Australia,34002,33962,Stable
2022-07-30 14:56:35,South America,11405,12830,Stable
2022-01-16 08:26:24,Australia,38586,39573,Growing
2023-08-13 18:24:03,Africa,23310,27796,Declining
2022-07-24 15:25:27,North America,26519,29149,Growing
2023-09-06 18:24:11,Africa,33892,33763,Stable
2023-03-12 20:13:00,Africa,17343,20325,Stable
2023-10-27 03:28:18,Asia,2236,2197,Declining
2023-08-05 09:45:54,Africa,23718,26808,Stable
2023-04-22 01:32:43,Asia,28291,32102,Declining
2023-08-30 17:06:45,North America,46655,47805,Growing
2023-06-05 22:22:53,Europe,3425,3989,Stable
2022-06-14 19:16:07,Europe,38400,41682,Stable
2023-12-08 14:50:07,South America,4156,4369,Growing
2023-02-21 17:29:11,Asia,12073,12126,Stable
2022-09-18 12:34:08,Africa,6431,5989,Growing
2022-05-11 12:27:31,Asia,40834,39285,Stable
2023-07-12 11:32:44,Australia,33100,31229,Stable
2022-02-25 12:17:14,Asia,11192,10720,Growing
2023-11-07 22:54:02,Asia,26260,26647,Declining
2022-03-14 21:45:15,Africa,19945,19274,Declining
2022-01-19 15:43:03,North America,27051,25818,Growing
2023-04-14 19:58:03,Asia,10573,10039,Growing
2023-12-29 19:01:22,Australia,32005,32890,Declining
2023-12-09 05:32:23,Africa,44044,44936,Growing
2023-06-12 16:06:33,North America,2552,2834,Declining
2023-10-06 11:42:52,Asia,9737,10641,Growing
2022-03-17 06:39:31,Europe,39603,45687,Growing
2022-01-23 04:36:54,Australia,24852,27578,Growing
2022-06-10 16:06:23,Australia,6278,6080,Stable
2023-01-19 21:33:14,South America,37880,34848,Declining
2022-12-15 04:00:33,Australia,6049,6365,Growing
2023-03-02 13:44:32,Asia,18008,17722,Stable
2023-08-22 03:04:29,North America,8333,9242,Stable
2023-07-13 07:09:37,South America,8929,10312,Declining
2023-07-03 18:18:50,Australia,14562,15365,Growing
2022-11-17 19:46:26,North America,45074,48613,Stable
2022-12-26 19:22:04,North America,19657,20731,Growing
2022-01-14 19:53:32,Europe,27105,26760,Growing
2022-05-27 12:58:24,South America,15283,15145,Growing
2022-05-18 18:49:10,Australia,49531,58935,Declining
2022-01-08 20:51:00,Europe,37011,37572,Stable
2023-02-23 11:51:16,Africa,41786,37828,Declining
2022-04-24 07:42:41,South America,31206,30812,Declining
2023-08-13 15:33:20,South America,14096,15875,Stable
2023-10-19 08:14:18,North America,23198,23336,Growing
2023-01-09 17:56:30,South America,12712,15248,Declining
2022-01-26 03:11:02,North America,14375,14945,Stable
2022-06-27 03:29:55,South America,46445,47445,Growing
2023-02-18 09:53:22,Africa,45272,41288,Declining
2022-12-20 03:15:40,Europe,28209,28908,Growing
2023-05-10 15:35:35,Australia,20587,22823,Growing
2023-01-08 07:26:51,Asia,5185,4945,Growing
2022-04-25 17:03:05,Asia,25176,29846,Growing
2023-04-07 07:44:19,Europe,43418,45737,Stable
2022-10-30 09:37:09,Asia,31671,37210,Stable
2023-04-25 10:30:37,South America,6885,6425,Growing
2022-09-02 00:38:10,North America,44265,51631,Growing
2023-08-07 08:09:46,Asia,10721,12769,Stable
2022-10-26 12:50:40,Australia,42933,39518,Growing
2022-11-04 17:14:30,Europe,4342,4363,Declining
2022-07-15 19:40:20,Europe,36928,37340,Stable
2023-08-28 18:39:51,Europe,20210,21646,Declining
2022-12-01 16:39:36,Europe,36370,42708,Stable
2022-10-02 11:05:43,Africa,2507,2777,Stable
2022-12-27 21:51:28,Africa,40914,41151,Stable
2023-06-04 01:25:27,Australia,1242,1137,Declining
2023-03-30 18:49:18,Asia,29015,27269,Growing
2022-07-08 12:09:27,Australia,29753,27752,Stable
2023-04-05 22:40:23,Australia,12094,13678,Declining
2023-10-10 08:00:49,South America,41898,47766,Stable
2023-10-15 17:01:52,Asia,49099,48659,Growing
2023-07-06 15:52:19,Africa,48024,44663,Growing
2023-06-27 04:34:25,Africa,21792,20170,Growing
2022-06-13 05:32:11,South America,48015,53484,Stable
2022-10-31 22:06:39,North America,27425,24816,Stable
2023-08-18 23:20:13,North America,35553,42327,Growing
2023-06-22 19:10:26,Africa,43672,46166,Growing
2023-07-14 07:08:56,Africa,44949,43841,Growing
2022-12-06 20:27:01,Africa,30478,30125,Declining
2022-04-11 02:44:01,Africa,18504,21105,Stable
2023-10-11 13:36:58,Europe,1353,1342,Stable
2023-02-08 06:45:04,Africa,48938,48447,Stable
2022-01-06 06:26:26,Australia,27956,29857,Growing
2022-09-26 21:55:44,Asia,36578,36624,Declining
2023-07-02 04:46:21,Europe,8785,9297,Declining
2023-03-15 18:58:40,North America,25374,24164,Stable
2023-01-22 20:01:15,Africa,35855,32503,Declining
2023-05-13 19:27:33,South America,25910,29899,Declining
2023-05-16 04:39:33,Europe,38955,37372,Declining
2022-12-03 06:44:44,Europe,5933,6236,Declining
2022-05-20 01:40:06,Africa,16708,18865,Growing
2023-05-02 19:52:29,Africa,21200,21095,Growing
2022-01-20 17:03:52,North America,18259,21145,Stable
2023-01-12 19:15:42,Asia,4883,4718,Declining
2023-12-11 17:03:45,South America,48982,49206,Stable
2022-11-12 09:34:24,South America,11441,11924,Stable
2022-09-29 13:40:51,Europe,6380,7026,Growing
2023-07-11 08:43:23,North America,5021,5827,Declining
2022-01-13 23:23:11,Europe,9499,9942,Stable
2023-07-05 18:19:46,Europe,30325,28941,Stable
2023-03-31 00:13:17,Africa,15428,14653,Stable
2023-05-29 15:22:21,Africa,25285,28613,Stable
2023-09-19 13:21:34,North America,19492,19492,Stable
2022-03-31 12:57:16,Australia,15868,15095,Stable
2023-03-15 05:54:55,Africa,6582,7557,Stable
2022-05-23 19:02:02,South America,21503,23357,Growing
2022-06-22 10:07:25,Asia,7416,8109,Stable
2023-10-21 09:31:06,Asia,30290,34539,Declining
2022-05-30 03:36:10,South America,29324,31030,Declining
2023-01-02 11:30:41,Europe,7783,9235,Declining
2023-04-12 22:38:54,South America,22868,21691,Declining
2022-12-29 05:23:37,Africa,32730,30796,Declining
2023-01-29 15:45:31,Africa,44183,48273,Stable
2022-09-18 06:16:48,North America,14266,12857,Stable
2023-02-14 02:36:23,Australia,12584,12483,Growing
2023-01-30 14:20:01,North America,31335,31769,Stable
2023-02-24 12:15:56,North America,9097,8507,Stable
2022-12-07 12:02:56,Africa,30122,34725,Declining
2023-09-12 03:23:30,Asia,37060,34332,Declining
2022-03-15 22:49:50,Europe,39665,42817,Stable
2022-07-18 10:55:00,Europe,1017,982,Stable
2023-07-12 17:06:40,South America,13390,14125,Growing
2022-03-07 23:09:07,North America,5232,5898,Growing
2022-09-16 20:34:50,North America,18242,20653,Declining
2022-11-07 10:47:08,Australia,14689,16916,Stable
2022-03-23 06:36:44,North America,37941,36021,Growing
2023-05-11 11:07:12,South America,39201,38072,Declining
2022-05-26 22:11:49,Africa,31161,36048,Stable
2023-11-30 01:13:17,South America,38768,39357,Declining
2022-05-01 12:18:10,South America,29437,28122,Stable
2023-05-31 09:31:09,North America,21458,22288,Declining
2023-03-23 11:32:23,North America,43560,39598,Declining
2023-12-23 15:13:38,South America,38189,37382,Growing
2023-07-08 17:40:56,South America,28807,34303,Growing
2023-04-14 22:12:10,Europe,44410,41247,Stable
2023-09-22 13:56:18,North America,34836,32137,Stable
2022-06-22 17:35:45,Europe,34528,35176,Declining
2023-02-13 09:02:36,South America,5673,5889,Growing
2022-11-16 17:52:25,North America,4290,4423,Growing
2022-07-19 10:15:40,Asia,28337,31238,Declining
2022-02-21 15:11:21,Asia,3478,4083,Declining
2022-07-18 14:04:42,North America,36072,37649,Declining
2022-05-25 06:15:23,North America,28954,33348,Stable
2023-09-18 23:30:31,Asia,16573,18342,Growing
2023-08-23 13:27:08,Africa,22941,25942,Growing
2023-06-26 23:31:09,Asia,42152,40521,Growing
2022-02-09 15:05:25,Africa,7452,7171,Stable
2022-07-22 21:41:06,North America,9451,8956,Growing
2022-04-16 15:19:52,Africa,44000,47200,Stable
2023-05-01 17:28:12,North America,2145,1986,Declining
2023-07-03 09:47:14,Australia,27945,27118,Stable
2023-08-08 02:11:44,Asia,1315,1316,Stable
2023-08-01 07:37:15,North America,9387,9088,Growing
2023-08-01 14:36:41,Asia,29543,34195,Stable
2023-09-12 20:14:33,Asia,2501,2297,Stable
2023-12-04 23:34:50,Africa,15494,16032,Stable
2023-01-22 22:34:40,South America,40514,44776,Growing
2023-11-05 02:58:26,South America,46032,48991,Declining
2022-09-20 09:35:31,North America,41083,37474,Growing
2023-02-20 11:51:25,North America,22623,26278,Declining
2022-08-21 13:03:50,Australia,29179,30559,Stable
2023-12-03 13:29:47,Asia,46574,52569,Stable
2023-03-21 23:24:00,South America,25485,29746,Stable
2022-05-16 09:25:57,Asia,7957,7542,Stable
2023-03-11 12:44:25,South America,18005,19791,Growing
2022-04-06 08:24:49,Asia,9353,10005,Declining
2023-10-22 19:42:28,Africa,29640,28880,Declining
2022-10-01 04:46:43,Africa,23913,21564,Growing
2023-01-24 08:06:00,Europe,6198,7151,Declining
2023-02-24 16:45:21,Asia,7928,7418,Stable
2022-03-24 20:58:55,Asia,13083,12783,Growing
2022-06-13 11:17:03,Europe,43914,51166,Stable
2022-05-18 20:34:40,Africa,45165,41850,Stable
2023-02-17 18:49:46,Europe,35130,35409,Stable
2022-07-06 18:04:15,Australia,30109,34367,Declining
2023-01-11 23:43:16,Australia,9037,8155,Growing
2023-12-30 03:51:08,Asia,11304,12009,Declining
2022-10-20 01:43:58,Australia,42268,43535,Stable
2022-07-18 08:57:46,Africa,10490,11542,Declining
2023-05-18 05:55:28,Asia,23595,27067,Stable
2023-07-17 02:17:34,Asia,13156,12923,Growing
2022-11-17 16:25:18,Asia,19492,20268,Growing
2022-03-20 13:53:43,Europe,33150,35624,Growing
2022-06-17 04:44:17,Asia,22466,25178,Growing
2023-09-11 17:49:29,North America,45504,42664,Growing
2023-03-01 20:54:34,Africa,29482,32572,Declining
2022-09-30 16:01:17,South America,35182,33648,Growing
2023-01-13 14:04:16,Australia,29141,26833,Growing
2023-12-14 11:36:39,South America,26460,24526,Stable
2023-08-22 23:29:49,Australia,24912,23211,Stable
2023-10-07 11:11:17,South America,48383,53398,Growing
2022-12-26 00:16:27,North America,12694,13902,Stable
2023-03-28 19:03:11,Australia,8603,9219,Growing
2022-06-05 22:13:02,Australia,34066,32186,Declining
2023-04-03 13:13:16,Europe,24469,25717,Declining
2023-09-14 16:45:16,Asia,41541,45557,Growing
2023-03-24 00:02:53,Africa,46118,53122,Stable
2022-06-22 20:05:44,Australia,34685,32832,Growing
2022-06-18 20:12:13,Asia,22584,23547,Stable
2022-03-06 10:30:57,Africa,41558,45458,Declining
2023-10-03 14:55:13,Asia,14395,14235,Growing
2022-01-09 05:37:24,Europe,26256,31144,Stable
2022-08-07 06:46:46,Asia,15246,14311,Growing
2023-06-19 23:37:51,Africa,14935,13945,Declining
2023-12-16 06:32:14,South America,37093,34212,Growing
2023-10-10 19:22:33,Africa,5036,4700,Declining
2023-03-05 20:40:31,Europe,45200,53822,Stable
2023-08-14 20:41:13,North America,29130,32929,Growing
